uid,title,year,runtime_mins,ave_rating,num_votes
tt0071376,Cuando los niños vienen de Marsella,1974.0,105.0,3.7,17.0
tt0071472,"Bang, and the Angels Sing",1974.0,90.0,4.7,22.0
tt0071538,Jewish Gauchos,1975.0,110.0,7.0,66.0
tt0071634,Huckleberry Finn,1974.0,118.0,5.6,539.0
tt0071715,Kazablan,1973.0,122.0,7.0,287.0
tt0071762,The Little Prince,1974.0,88.0,6.6,3359.0
tt0071773,Lost in the Stars,1974.0,97.0,6.5,92.0
tt0071803,Mame,1974.0,132.0,6.1,2728.0
tt0071811,Manoranjan,1974.0,158.0,6.8,209.0
tt0072026,Prem Nagar,1974.0,200.0,6.4,111.0
tt0072096,Romans o vlyublyonnykh,1974.0,135.0,7.0,296.0
tt0072100,"Food, Clothing and Shelter",1974.0,159.0,6.9,724.0
tt0072141,Severnaya rapsodiya,1974.0,80.0,,
tt0072232,Svoy paren,1974.0,67.0,6.2,17.0
tt0072242,Szikrázó lányok,1974.0,97.0,4.9,14.0
tt0072272,That's Entertainment!,1974.0,135.0,7.7,4664.0
tt0072434,Zaczarowane podwórko,1974.0,98.0,,
tt0072655,Ar-khi-me-dy!,1975.0,88.0,6.3,26.0
tt0072665,At Long Last Love,1975.0,118.0,5.1,1056.0
tt0072839,Cuties Parade,1975.0,,,
tt0072844,Darktown Strutters,1975.0,90.0,4.9,438.0
tt0072872,Princess Chang Ping,1976.0,102.0,6.7,78.0
tt0072971,The Fantastic Magic Baby,1975.0,96.0,6.1,40.0
tt0072993,Slade in Flame,1975.0,91.0,6.9,565.0
tt0073391,Mili,1975.0,150.0,7.5,1252.0
tt0073442,It Can't Be!,1975.0,100.0,7.7,1763.0
tt0073480,Mr. Quilp,1975.0,118.0,6.7,63.0
tt0073521,Bahia,1976.0,121.0,6.8,42.0
tt0073569,Prem Kahani,1975.0,149.0,6.6,146.0
tt0073629,The Rocky Horror Picture Show,1975.0,100.0,7.4,133277.0
tt0073652,Samaya,1975.0,,7.7,11.0
tt0073781,Queen of the Gypsies,1976.0,101.0,7.5,1483.0
tt0073812,Tommy,1975.0,111.0,6.6,19300.0
tt0073923,Zakhmee,1975.0,,6.4,31.0
tt0074104,Ajani Ogun,1976.0,120.0,7.0,7.0
tt0074106,"Al fin solos, pero...",1977.0,97.0,6.4,7.0
tt0074111,Las alegres chicas de 'El Molino',1977.0,98.0,5.5,15.0
tt0074139,The Amorous Adventures of Don Quixote and Sancho Panza,1976.0,104.0,4.1,53.0
tt0074150,Aradhana,1976.0,164.0,6.7,30.0
tt0074168,Return of the Prodigal Son,1978.0,120.0,7.4,623.0
tt0074250,"¡Bruja, más que bruja!",1977.0,88.0,6.4,100.0
tt0074424,Dos chicas de revista,1972.0,89.0,5.8,55.0
tt0074481,En esta primavera,1979.0,90.0,5.2,17.0
tt0074503,An Evening in Paris,1967.0,168.0,7.0,322.0
tt0074519,Ci lang zhou,1976.0,91.0,,
tt0074533,The First Nudie Musical,1976.0,97.0,5.3,559.0
tt0074578,Goldflocken,1976.0,163.0,7.1,27.0
tt0074766,Kuni Leml in Tel Aviv,1976.0,90.0,7.5,26.0
tt0074828,"Lunes, Martes, Miyerkules, Huwebes, Biyernes, Sabado, Linggo",1976.0,,7.8,11.0
tt0074934,La mujer es un buen negocio,1977.0,107.0,5.2,26.0
tt0074949,Nagin,1976.0,180.0,6.2,428.0
tt0075030,Twentieth Century Oz,1976.0,103.0,6.1,139.0
tt0075225,How Czar Peter the Great Married Off His Moor,1976.0,100.0,7.1,406.0
tt0075323,"That's Entertainment, Part II",1976.0,133.0,7.4,2021.0
tt0075653,Prelude,1977.0,160.0,6.7,322.0
tt0075825,Chala Murari Hero Banne,1977.0,128.0,7.0,65.0
tt0075849,Cinderella,1977.0,94.0,5.9,583.0
tt0075850,Cinderella 2000,1977.0,89.0,3.1,390.0
tt0075868,Come Play with Me,1977.0,94.0,3.8,318.0
tt0075959,Jin yu liang yuan hong lou meng,1977.0,108.0,7.0,94.0
tt0076055,French Quarter,1978.0,101.0,4.7,195.0
tt0076139,Hershele,1977.0,90.0,6.5,16.0
tt0076319,A Little Night Music,1977.0,124.0,5.6,694.0
tt0076323,Una loca extravagancia sexy,1978.0,90.0,,
tt0076340,Ma-ma,1976.0,83.0,7.8,1178.0
tt0076350,The Magic Hat,1977.0,,6.3,6.0
tt0076451,"New York, New York",1977.0,155.0,6.7,18325.0
tt0076576,Préstamela esta noche,1978.0,95.0,5.2,9.0
tt0076583,Que te vaya bonito,1978.0,89.0,,
tt0076593,Raggedy Ann & Andy: A Musical Adventure,1977.0,84.0,6.7,737.0
tt0076757,Staatsoperette,1977.0,67.0,5.2,18.0
tt0077203,Ballad for a Bandit,1979.0,89.0,6.3,118.0
tt0077297,"Carmen, la que contaba 16 años",1978.0,102.0,6.3,30.0
tt0077454,Donde hay patrón...,1978.0,88.0,4.9,23.0
tt0077631,Grease,1978.0,110.0,7.2,242486.0
tt0077650,"Hello, Fred the Beard",1978.0,94.0,6.9,192.0
tt0077880,Lulu,1978.0,95.0,6.3,25.0
tt0077890,The Magic of Lassie,1978.0,100.0,5.8,518.0
tt0077952,Movie Movie,1978.0,105.0,6.4,1001.0
tt0078238,Sextette,1977.0,91.0,3.5,1185.0
tt0078278,Slow Dancing in the Big City,1978.0,110.0,4.9,178.0
tt0078296,Son o no son,1980.0,84.0,,
tt0078412,Train Ride to Hollywood,1975.0,89.0,4.4,68.0
tt0078418,Trident,1978.0,167.0,7.7,2019.0
tt0078747,"Alejandra, mon amour",1979.0,90.0,4.8,9.0
tt0078754,All That Jazz,1979.0,123.0,7.9,28262.0
tt0079261,Hair,1979.0,121.0,7.6,35129.0
tt0079430,The Band,1978.0,112.0,7.2,389.0
tt0079549,Metal Messiah,1978.0,76.0,6.0,33.0
tt0079710,A Perfect Couple,1979.0,110.0,5.9,819.0
tt0079816,Rocky Carambola,1979.0,90.0,4.6,33.0
tt0079848,Sammy Stops the World,1979.0,105.0,6.2,13.0
tt0079889,Sankarabharanam,1980.0,143.0,8.7,1968.0
tt0079926,Solovey,1980.0,85.0,7.0,37.0
tt0079963,Sign of Marriage,1979.0,164.0,6.7,1019.0
tt0080041,All Stars,1980.0,120.0,6.4,77.0
tt0080125,West Indies,1979.0,110.0,6.5,51.0
tt0080380,The Apple,1980.0,90.0,4.4,1985.0
tt0080399,Las aventuras de Enrique y Ana,1981.0,91.0,4.6,124.0
tt0080426,Osenniye kolokola,1979.0,76.0,7.0,52.0
tt0080456,Blues for E. F. B.,1980.0,85.0,,
tt0080469,Breaking Glass,1980.0,104.0,7.0,1197.0
tt0080484,Bárbara,1980.0,100.0,7.4,21.0
tt0080492,Can't Stop the Music,1980.0,124.0,4.2,3588.0
tt0080570,Cruz de olvido,1984.0,92.0,,
tt0080716,Fame,1980.0,134.0,6.6,20375.0
tt0080718,Fantastica,1980.0,110.0,5.2,96.0
tt0080752,Forbidden Zone,1980.0,74.0,6.7,4590.0
tt0080834,5 and 5,1980.0,89.0,6.4,25.0
tt0080852,Headin' for Broadway,1980.0,89.0,7.1,82.0
tt0080961,The Imperious Princess,1980.0,105.0,,
tt0081179,The Moon Over the Alley,1976.0,107.0,5.8,78.0
tt0081214,The Highway of Life,1980.0,100.0,6.5,52.0
tt0081301,Panic Time,1980.0,101.0,5.5,69.0
tt0081655,The Hit,1981.0,94.0,6.8,278.0
tt0081673,U matrosov net voprosov,1981.0,85.0,5.6,35.0
tt0081717,A Vida É Bela?!,1982.0,98.0,4.2,25.0
tt0081766,The Wizard of Speed and Time,1988.0,95.0,7.1,1901.0
tt0081777,Xanadu,1980.0,96.0,5.3,12108.0
tt0081813,¿Dónde estará mi niño?,1981.0,87.0,4.3,40.0
tt0081993,Help Me Dream,1981.0,112.0,5.9,35.0
tt0082039,Las aventuras de Zipi y Zape,1982.0,93.0,3.0,106.0
tt0082103,Brelok s sekretom,1981.0,69.0,4.3,9.0
tt0082139,Carcerato,1981.0,98.0,5.9,41.0
tt0082168,O Chico Fininho,1982.0,87.0,7.2,12.0
tt0082213,The Creature Wasn't Nice,1981.0,88.0,3.4,1530.0
tt0082301,Dusha,1981.0,93.0,5.7,51.0
tt0082314,Ek Duuje Ke Liye,1981.0,167.0,7.5,1047.0
tt0082517,History of the World: Part I,1981.0,92.0,6.9,45913.0
tt0082610,Kiljusen herrasväki,1981.0,98.0,4.1,88.0
tt0082627,Kopaszkutya,1981.0,85.0,7.5,509.0
tt0082637,Lacrime napulitane,1981.0,107.0,4.6,31.0
tt0082644,Orphan,1981.0,189.0,7.1,2196.0
tt0082751,Milosc ci wszystko wybaczy,1981.0,108.0,5.8,36.0
tt0082797,Destiny and Fate,1981.0,197.0,7.1,1529.0
tt0082894,Pennies from Heaven,1981.0,108.0,6.5,5200.0
tt0082928,Pora krasnykh yablok,1981.0,76.0,,
tt0083009,Rosi und die große Stadt,1981.0,98.0,6.0,11.0
tt0083067,Shock Treatment,1981.0,94.0,5.8,4526.0
tt0083216,Todo es posible en Granada,1982.0,95.0,3.6,41.0
tt0083248,Umrao Jaan,1981.0,145.0,7.8,958.0
tt0083273,Vakansiya,1981.0,74.0,6.1,28.0
tt0083365,Zoot Suit,1981.0,103.0,6.8,1063.0
tt0083537,Alicja,1982.0,80.0,5.5,118.0
tt0083601,L'ave Maria (L'artista),1982.0,108.0,4.4,18.0
tt0083642,The Best Little Whorehouse in Texas,1982.0,114.0,6.0,9943.0
tt0083714,La canción de los niños,1982.0,97.0,,
tt0083733,Chispita y sus gorilas,1982.0,80.0,4.4,32.0
tt0083770,"Cristóbal Colón, de oficio... descubridor",1982.0,85.0,4.0,212.0
tt0084021,Grease 2,1982.0,115.0,4.4,32957.0
tt0084060,Heidi's Song,1982.0,94.0,6.5,249.0
tt0084149,Invitation au voyage,1982.0,93.0,6.3,128.0
tt0084260,Loca por el circo,1982.0,,5.4,26.0
tt0084261,Las locuras de Parchís,1982.0,87.0,5.4,71.0
tt0084290,La magia de Los Parchís,1982.0,90.0,4.9,54.0
tt0084352,Monty Python Live at the Hollywood Bowl,1982.0,77.0,7.9,13252.0
tt0084384,Naitou l'orpheline,1984.0,120.0,,
tt0084445,One from the Heart,1981.0,107.0,6.5,5424.0
tt0084456,Out of Time,1982.0,45.0,,
tt0084462,Padre no hay más que dos,1982.0,,3.8,121.0
tt0084504,The Pirate Movie,1982.0,105.0,5.4,4023.0
tt0084532,Prem Rog,1982.0,183.0,7.2,883.0
tt0084724,City of Lost Souls,1983.0,94.0,7.0,62.0
tt0084728,Starstruck,1982.0,105.0,6.9,1036.0
tt0084775,Teenage Dreamers,1982.0,86.0,7.0,88.0
tt0084843,Une Chambre en Ville,1982.0,90.0,6.9,1171.0
tt0084931,"Yes, Giorgio",1982.0,110.0,3.9,642.0
tt0085160,L'ammiratrice,1983.0,102.0,4.2,16.0
tt0085172,Les années 80,1983.0,82.0,6.9,126.0
tt0085213,Le Bal,1983.0,112.0,7.8,2558.0
tt0085316,Cindy - Cinderella '80,1984.0,140.0,6.8,471.0
tt0085443,The Disco,1983.0,,4.0,43.0
tt0085465,Dvoe pod odnim zontom: Aprelskaya skazka,1983.0,92.0,5.6,18.0
tt0085572,Black Beetle,1983.0,100.0,3.8,62.0
tt0085574,G,1983.0,109.0,5.3,1276.0
tt0085751,Un jeans e una maglietta,1983.0,81.0,4.4,85.0
tt0085923,The Megillah 83,1983.0,80.0,6.7,10.0
tt0085959,The Meaning of Life,1983.0,107.0,7.5,114165.0
tt0086031,O' surdato 'nnammurato,1983.0,96.0,1.2,8.0
tt0086080,Parchís entra en acción,1983.0,80.0,4.3,47.0
tt0086112,The Pirates of Penzance,1983.0,112.0,7.1,3231.0
tt0086156,Exclamation,1983.0,161.0,6.0,309.0
tt0086187,Retsept yeyo molodosti,1983.0,92.0,5.7,72.0
tt0086189,The Return of Captain Invincible,1983.0,96.0,5.8,659.0
tt0086231,Sagara Sangamam,1983.0,160.0,8.8,2809.0
tt0086261,Scrambled Feet,1983.0,92.0,8.6,21.0
tt0086332,Sogno di una notte d'estate,1983.0,104.0,5.4,67.0
tt0086351,Die Spider Murphy Gang,1983.0,96.0,6.9,28.0
tt0086382,Lo studente,1983.0,102.0,4.1,27.0
tt0086466,La tragédie de Carmen,1983.0,80.0,8.1,41.0
tt0086613,Ya gotov prinyat vyzov,1983.0,77.0,4.7,6.0
tt0086619,Yentl,1983.0,133.0,6.6,12715.0
tt0086908,"Aplodismenty, aplodismenty...",1985.0,77.0,6.1,29.0
tt0086985,Body Rock,1984.0,93.0,3.7,429.0
tt0086999,Breakin' 2: Electric Boogaloo,1984.0,94.0,5.1,3778.0
tt0087035,Carmen nue,1984.0,82.0,5.4,30.0
tt0087434,Hum Dono,1985.0,156.0,6.6,53.0
tt0087586,Laila,1984.0,,4.5,33.0
tt0088042,Sarang sarang nae sarang,1985.0,133.0,7.8,5.0
tt0088068,Neapolitan Boy in New York,1984.0,,5.0,37.0
tt0088114,Signé Renart,1985.0,90.0,6.8,18.0
tt0088187,Strangers in Paradise,1984.0,84.0,4.5,115.0
tt0088432,Yo amo la danza,1984.0,92.0,5.2,5.0
tt0088806,Billy Ze Kick,1985.0,95.0,5.0,50.0
tt0088807,Billy the Kid and the Green Baize Vampire,1987.0,93.0,5.6,254.0
tt0088820,Blessure,1985.0,85.0,4.4,10.0
tt0088915,A Chorus Line,1985.0,113.0,6.2,9136.0
tt0088954,La corte de Faraón,1985.0,98.0,6.3,361.0
tt0088968,Crossover Dreams,1985.0,86.0,6.2,107.0
tt0089129,Fast Forward,1985.0,110.0,5.8,616.0
tt0089191,The Musical Singer,1985.0,89.0,6.4,18.0
tt0089375,Joan Lui - Ma un giorno nel paese arrivo io di lunedì,1985.0,163.0,4.9,338.0
tt0089667,Naná,1979.0,100.0,6.9,20.0
tt0089672,"Ne khodite, devki, zamuzh",1985.0,68.0,5.8,62.0
tt0089685,Night Magic,1985.0,95.0,6.4,34.0
tt0089775,Parking,1985.0,95.0,4.8,218.0
tt0089825,Popcorn e patatine,1985.0,90.0,4.4,44.0
tt0089883,Rappin',1985.0,92.0,3.9,439.0
tt0089909,Return to Waterloo,1984.0,60.0,6.9,212.0
tt0090001,Sezon chudes,1985.0,92.0,6.2,40.0
tt0090125,"Tangos, the Exile of Gardel",1985.0,119.0,7.2,577.0
tt0090152,That's Dancing!,1985.0,105.0,7.2,939.0
tt0090256,Vertiges,1985.0,108.0,5.8,12.0
tt0090370,Zimniy vecher v Gagrakh,1985.0,88.0,7.3,643.0
tt0090585,Absolute Beginners,1986.0,108.0,5.6,3110.0
tt0090625,Amateur Night,1986.0,91.0,5.7,10.0
tt0090983,"Dva na koni, jeden na oslu",1987.0,127.0,5.5,20.0
tt0090987,El día que me quieras,1986.0,,7.8,20.0
tt0091071,Fotoromanzo,1986.0,90.0,5.1,34.0
tt0091138,Good to Go,1986.0,90.0,5.2,69.0
tt0091256,Permission,1987.0,137.0,8.3,1328.0
tt0091296,Johann Strauss: The King Without a Crown,1987.0,124.0,4.6,43.0
tt0091316,Kahan Kahan Se Guzar,1986.0,,5.4,10.0
tt0091319,Kak stat zvezdoy,1987.0,172.0,6.5,57.0
tt0091389,"Lata dwudzieste, lata trzydzieste",1984.0,102.0,6.3,89.0
tt0091419,Little Shop of Horrors,1986.0,94.0,7.0,66106.0
tt0091594,Müllers Büro,1986.0,104.0,6.9,733.0
tt0091600,Nachni snachala,1986.0,72.0,6.5,43.0
tt0091686,Malandro,1986.0,105.0,6.6,341.0
tt0091770,Po glavnoy ulitse s orkestrom,1987.0,94.0,7.1,156.0
tt0091781,Population: 1,1986.0,72.0,7.1,77.0
tt0091804,Puteshestviye gospodina Perrishona,1986.0,75.0,5.9,19.0
tt0091871,The Rose King,1986.0,106.0,6.7,220.0
tt0091881,Régime sans pain,1985.0,75.0,6.8,24.0
tt0092117,True Stories,1986.0,89.0,7.2,5841.0
tt0092219,Golden Eighties,1986.0,96.0,6.9,308.0
tt0092292,Zlovrednoye voskresenye,1986.0,78.0,5.9,13.0
tt0092426,Pierscien i róza,1987.0,99.0,6.2,152.0
tt0092507,Abhimanyu,1991.0,140.0,7.1,306.0
tt0092549,Miami Connection,1987.0,83.0,5.8,4781.0
tt0092578,Aradhana,1987.0,141.0,6.8,100.0
tt0092608,Back to the Beach,1987.0,92.0,6.0,2739.0
tt0092626,Beauty and the Beast,1987.0,94.0,6.1,625.0
tt0092683,Body Contact,1987.0,75.0,5.8,61.0
tt0092745,A Man from Boulevard des Capucines,1987.0,98.0,7.8,2898.0
tt0092822,Dancers,1987.0,99.0,4.8,260.0
tt0092896,Discopríbeh,1987.0,82.0,5.2,250.0
tt0093144,Hansel and Gretel,1987.0,84.0,6.8,1067.0
tt0093284,It Couldn't Happen Here,1987.0,86.0,6.7,550.0
tt0093332,Die Kameliendame,1987.0,129.0,7.9,17.0
tt0093392,Last Song,1987.0,98.0,5.3,18.0
tt0093402,Leif,1987.0,108.0,6.3,670.0
tt0093547,Misja specjalna,1987.0,97.0,4.5,34.0
tt0093577,Moziklip,1987.0,75.0,6.7,101.0
tt0093579,Miss Arizona,1988.0,95.0,6.7,65.0
tt0093751,Po trave bosikom,1987.0,80.0,,
tt0093891,Rumpelstiltskin,1987.0,84.0,5.6,554.0
tt0093993,Sleeping Beauty,1987.0,90.0,6.1,446.0
tt0093999,Snow White,1987.0,85.0,6.7,722.0
tt0094068,"Suffer, You Prick",1987.0,97.0,4.7,294.0
tt0094106,"Tango, Our Dance",1988.0,70.0,6.8,35.0
tt0094265,Life Is Rosy,1987.0,80.0,6.0,158.0
tt0094285,Wahnfried,1986.0,112.0,6.3,35.0
tt0094314,West Is West,1987.0,80.0,7.1,64.0
tt0094406,In fiecare zi mi-e dor de tine,1988.0,90.0,6.9,87.0
tt0094604,AkaTaMuS,1988.0,101.0,6.9,24.0
tt0094729,Berlín Blues,1988.0,104.0,5.7,53.0
tt0094777,La Bohème,1988.0,106.0,7.1,88.0
tt0094833,Os Canibais,1988.0,90.0,7.1,437.0
tt0094871,A Chorus of Disapproval,1989.0,105.0,5.6,752.0
tt0095033,Diskzhokey,1988.0,92.0,2.8,12.0
tt0095165,Folk og røvere i Kardemomme by,1988.0,103.0,5.7,133.0
tt0095204,Geierwally,1988.0,105.0,6.1,200.0
tt0095288,Heartbreak Hotel,1988.0,97.0,5.7,1207.0
tt0095374,Inocencia mortal,1988.0,,,
tt0095527,Linie 1,1988.0,99.0,6.7,144.0
tt0095936,From Doom Till Doom,1988.0,162.0,7.5,10345.0
tt0095960,"Raz, dva - gore ne beda",1988.0,109.0,6.8,93.0
tt0096054,School Daze,1988.0,121.0,6.0,6489.0
tt0096164,Starlight: A Musical Movie,1988.0,78.0,6.2,23.0
tt0096197,Suéltate el pelo,1988.0,100.0,4.4,134.0
tt0096198,Svetlaya lichnost,1988.0,82.0,6.1,55.0
tt0096221,Tango Bar,1987.0,90.0,6.1,183.0
tt0096309,Three Seats for the 26th,1988.0,106.0,6.2,335.0
tt0096402,Voyage of the Rock Aliens,1984.0,97.0,5.0,775.0
tt0096823,Anni tahtoo äidin,1989.0,67.0,5.9,38.0
tt0096911,"Bert Rigby, You're a Fool",1989.0,94.0,6.0,263.0
tt0096930,The Drayman and the King,1989.0,169.0,6.3,86.0
tt0096968,Boris Godounov,1989.0,118.0,7.1,272.0
tt0097045,Chandni,1989.0,186.0,6.8,1607.0
tt0097113,The Things of Love,1989.0,98.0,6.8,391.0
tt0097257,Earth Girls Are Easy,1988.0,100.0,5.4,20381.0
tt0097264,Eeshwar,1989.0,147.0,7.3,447.0
tt0097800,Mack the Knife,1989.0,120.0,5.7,330.0
tt0097858,Meet the Feebles,1989.0,97.0,6.7,18786.0
tt0097902,My Dear Subject,1988.0,96.0,6.9,41.0
tt0097955,Pomegranate and Cane,1989.0,100.0,7.3,70.0
tt0098057,Mr. Blob in the Universe,1988.0,148.0,5.9,320.0
tt0098168,Ram Lakhan,1989.0,174.0,6.8,2321.0
tt0098215,Rok i fortuna,1989.0,105.0,,
tt0098271,Scugnizzi,1989.0,122.0,6.5,121.0
tt0098362,Sons of Steel,1988.0,104.0,5.9,85.0
tt0099295,Complex World,1991.0,81.0,4.9,122.0
tt0099329,Cry-Baby,1990.0,85.0,6.5,55308.0
tt0099437,Disha,1990.0,135.0,7.0,139.0
tt0099631,Gambrinus,1990.0,88.0,6.4,24.0
tt0099859,Prince of the Hit Parade,1991.0,106.0,5.5,72.0
tt0100002,Lekin...,1990.0,171.0,7.5,322.0
tt0100095,When Love Calls,1989.0,192.0,7.3,10654.0
tt0100179,Montalvo et l'enfant,1989.0,75.0,4.2,5.0
tt0100198,Moya moryachka,1990.0,80.0,6.0,202.0
tt0100226,Nash chelovek v San-Remo,1990.0,107.0,6.2,20.0
tt0100402,Prazakum tem je hej,1991.0,93.0,6.7,33.0
tt0100506,Rockula,1990.0,87.0,5.3,900.0
tt0100640,Slágerek,1990.0,,,
tt0100946,Without You I'm Nothing,1990.0,89.0,6.6,466.0
tt0100989,Yo soy ésa,1990.0,93.0,4.2,63.0
tt0101031,Új hajnal hasad,1990.0,60.0,,
tt0101491,Body Moves,1990.0,98.0,6.2,31.0
tt0101673,Dead Ringer,1982.0,101.0,6.9,61.0
tt0101738,Discopríbeh 2,1991.0,80.0,3.7,160.0
tt0101792,El día que nací yo,1991.0,,5.3,38.0
tt0101927,War of the Birds,1990.0,68.0,7.2,806.0
tt0102140,Jacques & Françoise,1991.0,80.0,,
tt0102147,Jealousy,1991.0,90.0,3.9,19.0
tt0102229,Kogda opazdyvayut v ZAGS...,1991.0,93.0,7.4,18.0
tt0102234,The Smoke,1991.0,89.0,7.5,527.0
tt0102258,Lamhe,1991.0,187.0,7.4,2566.0
tt0102564,Nudist Colony of the Dead,1991.0,90.0,3.9,700.0
tt0102580,Okhota na sutenyora,1991.0,,6.7,28.0
tt0102731,Puss Bucket,1991.0,105.0,5.3,27.0
tt0102825,Beloved,1991.0,181.0,7.2,5938.0
tt0102979,Stepping Out,1991.0,106.0,6.4,1046.0
tt0102982,Stinsen brinner... filmen alltså,1991.0,104.0,6.7,638.0
tt0103602,92 Legendary La Rose Noire,1992.0,100.0,6.8,329.0
tt0103660,"Alyaska, ser!",1992.0,100.0,5.1,27.0
tt0103941,Charlie's Ear,1991.0,100.0,5.1,33.0
tt0104120,Don Gio,1992.0,96.0,5.7,11.0
tt0104161,Dónde quedó la bolita,1993.0,101.0,4.1,35.0
tt0104668,Lady Macbeth von Mzensk,1992.0,100.0,7.2,70.0
tt0104854,Mere Sajana Saath Nibhana,1992.0,141.0,6.4,50.0
tt0105135,Phantom of the Ritz,1988.0,88.0,4.6,64.0
tt0105184,Prouza a Priessnitz,1992.0,,,
tt0105223,Rebyonok k noyabryu,1992.0,96.0,5.9,43.0
tt0105316,Sarafina!,1992.0,117.0,6.4,1819.0
tt0105364,Sevillanas,1992.0,53.0,7.1,132.0
tt0106333,Baazigar,1993.0,175.0,7.7,25961.0
tt0106616,The Things of Love: Part 2,1995.0,98.0,4.8,104.0
tt0107236,Italyanskiy kontrakt,1993.0,89.0,2.3,6.0
tt0107289,Go Hugo Go,1993.0,73.0,6.1,1578.0
tt0107435,La Lola se va a los puertos,1993.0,105.0,4.8,41.0
tt0107544,Rose Rose I Love You,1993.0,94.0,6.7,92.0
tt0107897,Puerto Rican Mambo (Not a Musical),1992.0,,4.3,126.0
tt0107977,Robin Hood: Men in Tights,1993.0,104.0,6.7,116398.0
tt0107986,Roop Ki Rani Choron Ka Raja,1993.0,190.0,4.9,845.0
tt0108027,Sakalí léta,1993.0,110.0,6.7,391.0
tt0108111,Shelf Life,1993.0,81.0,7.5,51.0
tt0108151,Skandal v nashem Kloshgorode,1993.0,109.0,,
tt0108649,Zero Patience,1993.0,97.0,6.0,633.0
tt0109004,1000 Boomerangs,1995.0,101.0,4.1,23.0
tt0109313,Bollywood,1994.0,120.0,3.5,55.0
tt0109975,Half-Cocked,1994.0,90.0,7.0,81.0
tt0110028,Highway of Heartache,1996.0,86.0,8.0,38.0
tt0110076,Hum Aapke Hain Koun...!,1994.0,206.0,7.5,18821.0
tt0110904,Candide,1994.0,102.0,5.1,28.0
tt0110947,"Rave, Dancing to a Different Beat",1993.0,,6.8,16.0
tt0111408,That's Entertainment! III,1994.0,113.0,7.6,1416.0
tt0111502,True Believers: The Musical Family of Rounder Records,1995.0,,,
tt0111739,I Have a Date with Spring,1994.0,86.0,6.9,114.0
tt0111793,Yeh Dillagi,1994.0,155.0,6.0,4301.0
tt0112263,El 7 leguas,1955.0,90.0,5.6,19.0
tt0112285,Acropole,1996.0,125.0,5.8,145.0
tt0112509,Billy's Holiday,1995.0,92.0,5.1,147.0
tt0112553,Bombay,1995.0,141.0,8.1,11327.0
tt0112636,Carpe Diem,1995.0,,,
tt0112809,Davy Jones' Locker,1995.0,52.0,7.3,15.0
tt0112812,Days of the Pentecost,1995.0,75.0,6.0,5.0
tt0113026,The Fantasticks,2000.0,86.0,5.6,1107.0
tt0113105,Monster Mash: The Movie,1995.0,82.0,4.3,193.0
tt0113273,"Up, Down, Fragile",1995.0,169.0,7.2,477.0
tt0113580,Kummeli Stories,1995.0,90.0,7.1,2252.0
tt0113681,Liza i Eliza,1995.0,76.0,,
tt0113697,Loungers,1995.0,,6.4,47.0
tt0113760,The Mandarin,1995.0,90.0,6.9,56.0
tt0113989,El niño invisible,1995.0,80.0,3.7,52.0
tt0114234,Rangeela,1995.0,142.0,7.5,9209.0
tt0114645,Teenage Tupelo,1995.0,83.0,7.1,66.0
tt0114730,Der Trip,1996.0,90.0,3.9,86.0
tt0114998,"Whatever Will Be, Will Be",1995.0,107.0,6.6,78.0
tt0115009,Yaraana,1995.0,125.0,4.7,328.0
tt0115484,Agni Sakshi,1996.0,142.0,6.1,666.0
tt0115563,"Aquí llega Condemor, el pecador de la pradera",1996.0,90.0,2.7,589.0
tt0115819,Cannibal! The Musical,1993.0,95.0,7.1,11706.0
tt0116242,Everyone Says I Love You,1996.0,101.0,6.7,35374.0
tt0116707,Joe's Apartment,1996.0,80.0,5.5,12596.0
tt0116728,Hugo: The Movie Star,1996.0,72.0,5.3,690.0
tt0116763,Silence: The Musical,1996.0,160.0,7.5,2693.0
tt0117370,Poussières d'amour - Abfallprodukte der Liebe,1996.0,130.0,8.0,65.0
tt0117374,PremGranth,1996.0,156.0,5.7,413.0
tt0118525,...Aur Pyaar Ho Gaya,1997.0,147.0,4.7,814.0
tt0118660,Weapon,1997.0,127.0,4.4,921.0
tt0118673,Big Mr. and Little Mr.,1998.0,140.0,5.8,2703.0
tt0118780,Broadway Damage,1997.0,111.0,6.6,609.0
tt0118898,Cremaster 5,1997.0,55.0,6.5,670.0
tt0118906,Csinibaba,1997.0,100.0,7.4,1926.0
tt0118982,Dil Ke Jharoke Main,1997.0,,3.8,26.0
tt0118983,Dil To Pagal Hai,1997.0,180.0,7.0,20725.0
tt0119170,The Fearless Four,1997.0,89.0,6.1,269.0
tt0119251,Hannibal & Jerry,1997.0,75.0,6.1,465.0
tt0119285,Hero No. 1,1997.0,134.0,6.1,2619.0
tt0119390,Isle of Lesbos,1997.0,98.0,5.2,116.0
tt0119721,Angel of Death,1997.0,158.0,2.5,368.0
tt0119828,Same Old Song,1997.0,120.0,7.3,3950.0
tt0119861,Pardes,1997.0,191.0,7.0,13735.0
tt0120274,Tango,1998.0,115.0,7.1,2780.0
tt0120277,Tano da morire,1997.0,80.0,6.6,193.0
tt0120451,Vildängel,1997.0,95.0,6.2,230.0
tt0120456,Virasat,1997.0,165.0,7.5,2474.0
tt0120540,Yes Boss,1997.0,163.0,6.8,12494.0
tt0120622,Brácula. Condemor II,1997.0,87.0,3.3,432.0
tt0120733,Lion of Oz,2000.0,74.0,5.7,306.0
