uid,title,year,runtime_mins,ave_rating,num_votes
tt0316086,Kalyana Kalam,1982.0,93.0,,
tt0316093,Kanya Dweep,1982.0,,,
tt0316138,Kureji no hanayome to shichinin no nakama,1962.0,86.0,,
tt0316154,Lal Salaam,2002.0,131.0,6.8,85.0
tt0316277,El moro de Cumpas,1977.0,93.0,5.3,15.0
tt0316313,Nenjalgal,1982.0,,,
tt0316496,"Ritmo, amor y juventud",1966.0,90.0,,
tt0316502,"Rodrigo, la película",2001.0,88.0,2.5,53.0
tt0316534,Sangili,1982.0,,3.2,8.0
tt0316614,Sinfonía de juventud,1955.0,85.0,,
tt0316756,Theerpu,1982.0,,4.9,8.0
tt0316764,Thyagi,1982.0,,,
tt0316821,Tú me enloqueces,1976.0,90.0,6.1,10.0
tt0316827,Ucha Dar Babe Nanak Da,1987.0,155.0,7.8,93.0
tt0316847,Venga a bailar el rock,1957.0,60.0,,
tt0316911,Yeh Kaisi Mohabbat,2002.0,160.0,3.9,31.0
tt0317071,Amma Koduku,1993.0,,,
tt0317088,Antony Firingee,1967.0,157.0,7.5,158.0
tt0317104,Arundhati,1967.0,145.0,7.1,11.0
tt0317105,Asathyaralu,1993.0,,,
tt0317121,Women of Pleasure,1954.0,115.0,6.4,37.0
tt0317152,Bhakta Potana,1966.0,,,
tt0317236,Chingari,1964.0,,,
tt0317307,With You Forever,1954.0,,7.0,47.0
tt0317312,Dance Dance,1987.0,153.0,6.1,256.0
tt0317570,Ghoonghat,1962.0,125.0,7.9,8.0
tt0317614,"Hae-jeok, Disco King",2002.0,106.0,5.4,98.0
tt0317617,The Barber of Bagdad,1954.0,85.0,,
tt0317751,Janwar,1965.0,247.0,7.0,165.0
tt0317859,Kumari Penn,1966.0,154.0,6.0,7.0
tt0317957,Octopus,1998.0,92.0,7.2,20.0
tt0318187,Yamashita shônen monogatari,1985.0,101.0,,
tt0318339,Ayer y hoy,1934.0,83.0,,
tt0318352,Caz saz,1952.0,,,
tt0318385,Heer Ranjha,1970.0,140.0,6.7,56.0
tt0318391,Latt Saheb,1967.0,160.0,6.5,49.0
tt0318393,The Song of My Heart,1954.0,,5.9,27.0
tt0318421,I'm on My Own,1954.0,,3.1,8.0
tt0318439,Meera,1992.0,,7.1,72.0
tt0318447,A Million Pounds,1953.0,,6.5,12.0
tt0318502,Nippon ichi no iro otoko,1963.0,93.0,7.3,9.0
tt0318557,Periya Maruthu,1994.0,144.0,4.3,21.0
tt0318558,Struggle and Prayer,1980.0,90.0,,
tt0318591,Prema Vijeta,1992.0,,,
tt0318604,Raja Enga Raja,1995.0,128.0,4.8,5.0
tt0318642,Saadu,1994.0,,6.7,18.0
tt0318652,Salam E Mohabat,1971.0,,,
tt0318654,Samaram,1994.0,,,
tt0318685,Shanthi,1992.0,,,
tt0318738,The Taxi of Love,1954.0,110.0,5.6,12.0
tt0318742,Ten Minutes Older: The Cello,2002.0,146.0,6.7,1665.0
tt0318759,Thozhar Pandiyan,1994.0,,5.5,8.0
tt0318956,Tum Se Achcha Kaun Hai,2002.0,150.0,4.5,188.0
tt0319222,"Cosi fan tutte: O, la escuela de los amantes",1996.0,,,
tt0319488,Hasan siah,1972.0,92.0,4.8,6.0
tt0320119,Naanum Oru Thozhilaali,1986.0,125.0,6.5,41.0
tt0320337,Raghaseye shahr,1970.0,,5.5,33.0
tt0320371,Ritmo a todo color,1980.0,87.0,5.0,11.0
tt0320645,Torrente indiano,1954.0,82.0,,
tt0320715,Vazhkai,1984.0,141.0,6.8,17.0
tt0321206,Amor a la medida,1993.0,99.0,5.2,5.0
tt0321494,Bollywood Queen,2002.0,89.0,4.6,446.0
tt0321553,Burlesque,1980.0,105.0,5.2,22.0
tt0321566,Bájecná show,2002.0,72.0,5.3,22.0
tt0321763,La coralillo,1981.0,93.0,6.9,7.0
tt0322116,The Day Maradona Met Gardel,1996.0,93.0,5.3,47.0
tt0322480,Hai hai sannin musume,1963.0,87.0,,
tt0322506,Hasta siempre Carlos Gardel,1973.0,,,
tt0322884,Musical Chairs,2002.0,93.0,6.6,155.0
tt0323122,Luca vive,2002.0,111.0,3.5,45.0
tt0323303,Mowaten we mokhber we haramy,2001.0,135.0,6.4,549.0
tt0323408,Japanese Belly Button,1977.0,102.0,6.9,8.0
tt0323749,Que no me bese el mariachi,1981.0,105.0,,
tt0323811,Rigo es amor,1980.0,88.0,5.4,15.0
tt0324176,Te solte la rienda,1980.0,90.0,,
tt0324562,Williams Syndrome: A Highly Musical Species,1996.0,58.0,,
tt0324667,The Forced Hero,1952.0,,,
tt0325041,Badhaai Ho Badhaai,2002.0,155.0,4.5,661.0
tt0325152,Canción de la nieve,1954.0,80.0,,
tt0325200,"Cosquín, amor y folklore",1965.0,90.0,,
tt0325275,El domador,1954.0,100.0,,
tt0325352,I'll Be There,2003.0,105.0,6.4,1476.0
tt0325947,Pachamama,1944.0,78.0,,
tt0326064,El rey en Londres,1966.0,85.0,6.4,13.0
tt0326352,Una ventana al éxito,1966.0,80.0,,
tt0326362,La virgencita de Pompeya,1935.0,70.0,,
tt0326576,Humraaz,2002.0,173.0,6.3,3111.0
tt0326629,Satria Bergitar,1984.0,120.0,6.8,15.0
tt0326805,Chori Chori,2003.0,135.0,4.8,828.0
tt0326832,Don Herculano enamorado,1975.0,84.0,,
tt0327071,Om Jai Jagadish,2002.0,172.0,5.5,1870.0
tt0327109,Rani Ratnaprabha,1955.0,119.0,,
tt0327221,Vamos Cantar,1941.0,80.0,,
tt0327255,Yeh Dil Aap Ka Huwa,2002.0,176.0,5.4,117.0
tt0327689,"Ende schlecht, alles gut",1934.0,84.0,,
tt0327695,"¡¡Cachún cachún ra-ra!! (Una loca, loca, preparatoria)",1984.0,90.0,5.8,21.0
tt0328503,Taj Mahal: An Eternal Love Story,2005.0,164.0,5.1,158.0
tt0328729,Dil Maange More!!!,2004.0,123.0,5.1,1782.0
tt0329016,Dorifutazu desu yo! Tokkun tokkun mata tokkun,1969.0,87.0,,
tt0329018,Dorifutazu desu yo! Zenin totsugeki,1969.0,86.0,,
tt0329019,Dorifutazu desu yo! Zenshin zenshin matazenshin,1967.0,81.0,,
tt0329119,Giorgia,1993.0,,,
tt0329133,Great Day,1930.0,,2.7,87.0
tt0330217,Dil Ka Rishta,2003.0,150.0,4.7,1584.0
tt0330505,Kal Aaj Aur Kal,1971.0,156.0,6.9,303.0
tt0330913,The Last Musical Composition,1955.0,96.0,6.1,38.0
tt0331315,Pega na Chaleira,1909.0,,3.1,7.0
tt0331432,Bamba kasher,1974.0,130.0,5.7,442.0
tt0331829,Ah ya liel ya zaman,1977.0,,5.1,34.0
tt0331925,El cantor del circo,1940.0,,,
tt0331986,Deepavali,1960.0,130.0,7.4,11.0
tt0332426,Tararira,1936.0,,,
tt0332588,Cipayos (la tercera invasión),1989.0,100.0,6.0,10.0
tt0332743,Salomé,2002.0,85.0,6.9,406.0
tt0332766,Sur,2002.0,136.0,6.5,463.0
tt0333099,Ashima,1964.0,88.0,7.6,44.0
tt0333317,Del otro lado del puente,1980.0,95.0,5.7,14.0
tt0334302,Sati Sulochana,1961.0,,,
tt0334612,Veseley nas net,1940.0,95.0,6.4,5.0
tt0335044,Dil Vil Pyar Vyar,2002.0,150.0,5.2,448.0
tt0335082,Excelsior,1913.0,,6.0,8.0
tt0335408,Shararat,2003.0,,5.6,24.0
tt0335827,Adolescente viaje al sol,1969.0,80.0,,
tt0336131,Caras argentinas,1939.0,62.0,,
tt0336175,Cinta kembar,1985.0,87.0,,
tt0336176,Cinta Segi Tiga,1983.0,123.0,5.8,6.0
tt0336946,Off,2002.0,78.0,5.7,27.0
tt0337194,Si Doel Anak Betawi,1972.0,90.0,7.7,20.0
tt0337195,Si Doel Anak Modern,1976.0,110.0,6.3,19.0
tt0337529,Érase una bella comedia musical,1973.0,,,
tt0337564,1972,2006.0,100.0,5.7,77.0
tt0337887,Confessions of an Action Star,2005.0,83.0,3.6,593.0
tt0337937,Com o Diabo no Corpo,1952.0,,,
tt0337947,Country Music on Broadway,1965.0,95.0,5.0,9.0
tt0338827,Bulgaro-ungarska rapsodiya,1944.0,99.0,,
tt0338834,California Country,1973.0,,,
tt0339034,From Justin to Kelly,2003.0,81.0,2.1,24738.0
tt0339771,Temptation,2004.0,,5.7,52.0
tt0340883,Open House,2004.0,95.0,5.7,219.0
tt0341640,Vivir para amar,1980.0,85.0,6.6,8.0
tt0342063,Birds of Paradise,1955.0,105.0,6.0,17.0
tt0342079,Days and Nights,1955.0,103.0,6.9,86.0
tt0342080,Our Best Days,1955.0,120.0,6.6,248.0
tt0342088,Girls of Today,1957.0,109.0,6.4,116.0
tt0342137,El blues,1981.0,65.0,,
tt0342167,Camp,2003.0,114.0,6.2,5609.0
tt0342342,"Es wäre gut, daß ein Mensch würde umbracht für das Volk",1991.0,125.0,7.7,6.0
tt0342462,Flesh,1955.0,,6.5,19.0
tt0342602,Jubileo,1979.0,50.0,,
tt0342666,Song of Truth,1955.0,140.0,6.9,99.0
tt0342734,The Man Happy with Little,1956.0,,,
tt0342747,Appointment with Love,1956.0,,7.1,93.0
tt0342769,The Beauty,1975.0,84.0,4.8,8.0
tt0342808,Good Morning,1955.0,105.0,7.9,23.0
tt0342955,Samarah,1956.0,,6.4,28.0
tt0343063,Tamarind,1957.0,115.0,6.2,90.0
tt0343092,A Town's Revolt,1955.0,,5.5,11.0
tt0343163,I've Given You My Life,1956.0,,5.7,11.0
tt0343814,Háry János,1965.0,115.0,7.8,33.0
tt0344017,Magpakailanman,1968.0,,,
tt0344131,"O kaka, o kaka",1968.0,,,
tt0344165,"Otra Vez, Señorita",1968.0,,,
tt0344321,The City of Tales,1972.0,110.0,6.9,104.0
tt0344576,Xi bu kuang wu,1988.0,,,
tt0344859,Cinder Rock'n Rella,2003.0,82.0,4.1,274.0
tt0344911,Beedi Kunjamma,1982.0,105.0,,
tt0344933,Bituing walang ningning,1985.0,126.0,8.0,46.0
tt0344966,Bukas luluhod ang mga tala,1984.0,132.0,6.4,21.0
tt0345331,Pop Singer Jo Yong-pil,1981.0,97.0,,
tt0345351,Green Lights,2002.0,92.0,6.6,14.0
tt0345466,Just Another Story,2003.0,100.0,3.7,119.0
tt0345493,Kaputol ng isang awit,1991.0,109.0,6.6,13.0
tt0345773,Pasan ko ang daigdig,1987.0,128.0,7.2,28.0
tt0345825,Punya Yathra,1982.0,,,
tt0345922,Shatërvani i Bashçisarajt,1951.0,,,
tt0346006,Thee Choola,1982.0,,,
tt0346507,Andaaz,2003.0,145.0,5.3,2293.0
tt0346571,Vivir intentando,2003.0,95.0,4.2,131.0
tt0346786,Come se fosse amore,2002.0,88.0,6.1,28.0
tt0347187,Home Alone da Riber,2002.0,105.0,7.1,23.0
tt0347304,Kal Ho Naa Ho,2003.0,186.0,7.9,63536.0
tt0347333,The Sin,1962.0,146.0,6.6,192.0
tt0347510,Mashdi ebad,1953.0,120.0,7.3,32.0
tt0348078,Souten,1983.0,160.0,5.7,191.0
tt0348190,Tere Liye,2001.0,138.0,5.4,51.0
tt0348817,Acids of Virgin Music,1976.0,90.0,,
tt0349480,Ge nu Gong Lingyan,1953.0,,,
tt0349625,Intrigan,1935.0,76.0,4.5,14.0
tt0349641,Jamboree '66,1966.0,100.0,,
tt0349654,Ji Gong shao Piba jing,1958.0,,,
tt0349656,Jie hun 24 xiao shi,1950.0,,,
tt0349679,Khwahish,2003.0,152.0,4.1,196.0
tt0349724,Liang Shanbo yu Zhu Yingtai,1954.0,,7.4,17.0
tt0349769,Mai you lang du zhan hua kui nu,1964.0,119.0,,
tt0349808,Mei gui mei gui wo ai ni,1954.0,,,
tt0349822,Milosc z listy przebojów,1985.0,93.0,2.1,28.0
tt0349861,Na ge bu duo qing xu ji,1962.0,,,
tt0349931,Pan Qiaoyun qing tiao Shixiu,1956.0,,,
tt0350005,Pyar Ki Jeet,1987.0,146.0,7.6,36.0
tt0350008,Qian li song Jing niang,1957.0,,,
tt0350012,Qing chun huan xiang qu,1959.0,,,
tt0350113,She nu si fan,1958.0,,,
tt0350240,Tusong Twosome,2001.0,,8.5,8.0
tt0350291,¡Viva México y sus corridos!,1982.0,85.0,,
tt0350305,Wanted: Perfect Mother,1996.0,99.0,6.5,16.0
tt0350326,Wo de ai ren jiu shi ni,1960.0,107.0,,
tt0350350,Yi bang san zhuang yuan,1956.0,,,
tt0350361,Yue er wan wan zhao jiu zhou,1952.0,,,
tt0350365,Zhao Feiyan,1956.0,,,
tt0350366,Zhaojun chu sai,1956.0,,,
tt0350368,Zhuang yuan tan fu ma,1955.0,,,
tt0350369,The Gipsy Baron,1975.0,97.0,6.2,12.0
tt0350886,Emmanuel; si ese tiempo pudiera volver,1983.0,46.0,,
tt0351008,Grace Bumbry and Shirley Verrett in London,1984.0,85.0,,
tt0351012,El gran Gato,2003.0,105.0,6.8,24.0
tt0351055,Highlights from The Mikado,1906.0,,4.0,11.0
tt0351276,Lupita D'Alessio; hoy voy a cambiar,1983.0,45.0,,
tt0351378,Mozaik këngësh dhe vallesh kosovare,1973.0,,,
tt0351424,Nepër Turqi,1979.0,,,
tt0351834,Manasa Veena,1984.0,,,
tt0351881,Tulekummardajad,2000.0,51.0,,
tt0352131,Aa Bheekara Raathri,1986.0,,,
tt0352136,Aattakatha,1987.0,,,
tt0352258,Criminals,1987.0,,,
tt0352354,Fresas con crema,1985.0,48.0,,
tt0352457,Jal Bin Machhli Nritya Bin Bijli,1971.0,,6.9,31.0
tt0352489,Kash... Aap Hamare Hote,2003.0,,5.1,85.0
tt0352541,"Lucerito, vacaciones",1984.0,50.0,,
tt0352689,Paka Varuthya Vina,1986.0,,,
tt0352740,Prakruthiyile Adbhudangal,1986.0,,,
tt0352741,Prathikale Thedi,1986.0,,,
tt0352765,Recital de Maria de Lourdes,1984.0,50.0,,
tt0352820,Los secretos de José José,1983.0,50.0,,
tt0352925,Tongan Ninja,2002.0,83.0,6.0,666.0
tt0353287,"Charros, gauchos y manolas",1930.0,91.0,,
tt0353425,Estrada në ekran,1968.0,67.0,,
tt0353477,Ganamela,1991.0,,4.3,31.0
tt0353725,Meesha Madhavan,2002.0,165.0,7.9,1351.0
tt0353937,Rathachakram,1991.0,90.0,,
tt0353959,Rudhacharam,1994.0,,,
tt0354085,Tandri,1953.0,,,
tt0354186,Vuelo de cantares,1985.0,66.0,,
tt0354405,Bas Yun Hi,2003.0,,5.6,52.0
tt0354684,Koi ni utaeba,2002.0,100.0,6.3,19.0
tt0354922,Snegithiye,2000.0,154.0,6.6,267.0
tt0355036,Five Golden Flowers,2005.0,105.0,7.1,64.0
tt0355526,A Love Story,1959.0,,6.6,75.0
tt0355761,Mazhavilkoodaram,1995.0,,5.9,13.0
tt0355789,Muddula Krishnaiah,1986.0,,8.3,31.0
tt0355986,Greetings to My Loved One,1958.0,,6.6,8.0
tt0356194,The Empty Pillow,1957.0,128.0,6.4,200.0
tt0356340,Alaala kita,1961.0,,,
tt0356353,Amor en Vallarta,1986.0,45.0,,
tt0356542,"Don Jaume, el conquistador",1994.0,,4.2,5.0
tt0356647,Gloria,2000.0,,,
tt0356902,Monalisa,2002.0,,,
tt0356904,Hoedown Showdown,2002.0,115.0,6.6,29.0
tt0356942,An Unusual Class,1965.0,92.0,6.7,7.0
tt0356999,Not on the Lips,2003.0,115.0,6.3,1460.0
tt0357033,"Seville, Southside",2003.0,110.0,6.7,87.0
tt0357082,Querido amigo,1986.0,45.0,,
tt0357164,The Street of Love,1959.0,63.0,6.5,153.0
tt0357222,Tatiana y Pandora,1986.0,47.0,,
tt0357273,Uns gefällt die Welt,1956.0,93.0,,
tt0357439,Arriba Michoacán,1987.0,90.0,5.2,5.0
tt0357525,El caifan del barrio,1986.0,90.0,,
tt0357825,Kalagi Tura,1955.0,,,
tt0357875,Lootera,1965.0,,6.5,15.0
tt0357905,Minnale,2001.0,171.0,7.6,1742.0
tt0357908,Miss Mohini,2002.0,,,
tt0358102,Sant Dnyaneshwar,1964.0,,7.9,9.0
tt0358152,Singing Idol,1958.0,,,
tt0358197,The Teddy Bears' Jamboree,1993.0,,,
tt0358216,Princess Iron Fan,1966.0,,6.9,68.0
tt0359018,Boca de fresa,2003.0,99.0,5.0,27.0
tt0359264,Fiesta extravaganza,1969.0,,,
tt0359266,Fiffty Fiffty,1981.0,136.0,6.1,39.0
tt0359491,Beware of Love,1960.0,,4.2,5.0
tt0359495,Jaka Swara,1990.0,90.0,7.4,7.0
tt0359525,Just Married 'Do Not Disturb',1972.0,,,
tt0359731,Sad Melody,1960.0,,5.6,5.0
tt0359896,Requiem: Musica in Tempore Belli,2001.0,,,
tt0359963,The Honeymoon Fell Flat,1960.0,94.0,4.6,35.0
tt0360050,Sur Sangam,1985.0,149.0,7.0,42.0
tt0360149,Veruthe Oru Pinakkom,1984.0,,,
tt0360214,Ya khochu pet,1979.0,83.0,1.4,12.0
tt0360223,Young Love,1970.0,,,
tt0360375,The Girl of Ararat Valley,1949.0,80.0,3.4,25.0
tt0360626,Haiwan,1977.0,107.0,5.7,9.0
tt0360628,Bride of White Castle,1961.0,85.0,5.9,8.0
tt0360650,Humkadam,1980.0,124.0,6.6,25.0
tt0360676,Iqraar,1979.0,,4.8,5.0
tt0360687,Janatar Adalat,1972.0,118.0,,
tt0360712,Khoon Ki Pukaar,1978.0,,5.7,18.0
tt0360718,Kismet,1980.0,,4.8,16.0
tt0360787,Meko kazano,1983.0,68.0,,
tt0360828,Nannha Shikari,1973.0,,,
tt0360894,Pratima Aur Payal,1977.0,,,
tt0361006,Soy tu aventura,2003.0,110.0,6.5,300.0
tt0361046,Tere Pyaar Mein,1978.0,103.0,5.7,6.0
tt0361411,Bride & Prejudice,2004.0,122.0,6.2,19933.0
tt0361434,Chandralekha,1948.0,193.0,7.3,47.0
tt0361498,Death of a Dynasty,2003.0,92.0,4.0,343.0
tt0361696,Raise Your Voice,2004.0,107.0,5.9,26827.0
tt0361764,Janata Ki Adalat,1994.0,,5.1,28.0
tt0361793,Karate,1983.0,127.0,6.3,55.0
tt0361794,Karine,1969.0,94.0,5.6,27.0
tt0362038,Pratyaghat,1994.0,125.0,7.3,10.0
tt0362044,Prem Sanghat,1994.0,,,
tt0362067,Raktanadir Dhara,1994.0,,7.5,11.0
tt0362107,S Club Seeing Double,2003.0,91.0,4.1,1025.0
tt0362114,Sangharsha,1995.0,,6.3,10.0
tt0362726,"Hibari, Chiemi, Izumi: Sannin yoreba",1964.0,,,
tt0362766,Inteha Pyar Ki,1992.0,159.0,3.9,29.0
tt0363421,Amar Tumi,1989.0,142.0,6.3,9.0
tt0363632,Gentleman,1989.0,139.0,5.0,40.0
tt0363838,Nachnewala Gaanewale,1991.0,,3.7,15.0
tt0363850,Nuestras tradiciones navideñas,1987.0,70.0,,
tt0363894,Pobre Príncipe Encantado,1969.0,90.0,6.6,8.0
tt0363990,Seishun jazu musume,1953.0,104.0,,
tt0364228,Barsaat Ki Raat,1998.0,151.0,4.1,10.0
tt0364555,Neend Hamari Khwab Tumhare,1966.0,134.0,6.4,27.0
tt0365531,Mundo civilizado,2003.0,100.0,4.7,34.0
tt0365609,Pakners,2003.0,,7.5,29.0
tt0365661,Pun rock nah yon,2003.0,105.0,5.6,16.0
tt0365758,Sing-galing,2000.0,,,
tt0366543,Gábor diák,1956.0,95.0,7.2,29.0
tt0366630,Janasheen,2003.0,162.0,3.0,357.0
tt0366732,Lucia di Lammermoor,1971.0,103.0,8.0,24.0
tt0366761,Meenaxi: Tale of 3 Cities,2004.0,,6.2,290.0
tt0366800,The Music of Erica Zann,2002.0,60.0,4.6,5.0
tt0366816,Ennaku 20 Unakku 18,2003.0,,5.3,368.0
tt0366818,Part Virgin,1961.0,,5.8,9.0
tt0366996,The Saddest Music in the World,2003.0,100.0,7.2,5751.0
tt0367091,Starlight Express 3D,2003.0,,8.0,29.0
tt0367255,A Day of My Life,1961.0,,6.3,141.0
tt0367695,Elaan,1971.0,144.0,6.0,48.0
tt0367871,I'm Dying,2002.0,,,
tt0367980,Lolo's Child,2002.0,,5.8,5.0
tt0368022,Mera Yaar Mera Dushman,1987.0,,4.3,9.0
tt0368222,Romance & Cigarettes,2005.0,105.0,6.2,11528.0
tt0368760,El gorra prieta,1993.0,90.0,,
tt0368772,Hataw na,1995.0,,6.9,18.0
tt0368947,La reina de las bandas,1994.0,76.0,,
tt0369203,Aaghat,1990.0,,,
tt0369228,Amar Raj,1946.0,,,
tt0369238,Annamitta Kai,1972.0,,6.6,17.0
tt0369240,Anugraha,1971.0,153.0,,
tt0369241,Anuradha,1967.0,121.0,,
tt0369253,Aval,1972.0,,,
tt0369260,Bandagi,1972.0,,,
tt0369261,Bandhavya,1971.0,150.0,,
tt0369270,Bettada Huli,1965.0,160.0,8.4,14.0
tt0369274,Bhagirathi,1969.0,,,
tt0369275,Bhale Rani,1971.0,,,
tt0369276,Bhanwar,1947.0,,,
tt0369351,Deiva Sankalpam,1972.0,,,
tt0369494,Grihalakshmi,1981.0,,,
tt0369521,Helwa wa kaddaba,1962.0,,,
tt0369551,Hrudaya Sangama,1972.0,,7.5,14.0
tt0369632,Kodalu Pilla,1972.0,144.0,,
tt0369650,Lakhon Mein Ek,1947.0,,,
tt0369680,Madhura Milana,1969.0,54.0,,
tt0369685,Mahadimane,1971.0,119.0,,
tt0369697,Manashanti,1969.0,,,
tt0369699,Mangayar Karasi,1949.0,,,
tt0369703,Marapurani Talli,1972.0,147.0,,
tt0369706,Marupurani Katha,1967.0,,,
tt0369708,Mathru Murthi,1972.0,,,
tt0369712,Mayavathi,1949.0,,,
tt0369762,Namma Baduku,1971.0,,,
tt0369778,Nijam Nirupistha,1972.0,,,
tt0369788,Odahuttidavaru,1969.0,,,
tt0369843,Pratidhwani,1971.0,147.0,8.5,10.0
tt0369846,Premalopramadam,1967.0,,,
tt0369851,Punyavati,1967.0,128.0,,
tt0369864,Ranganna Sabatham,1972.0,,,
tt0369892,Sandhya Raga,1966.0,153.0,8.8,38.0
tt0369929,Shri Purandaradasaru,1967.0,170.0,,
tt0370001,Suvarnabhoomi,1969.0,130.0,,
tt0370010,Thavaputhalvan,1972.0,,6.1,7.0
tt0370034,Uma Cidade... Canção,1946.0,60.0,,
tt0370088,Zakhmi Zameen,1990.0,,5.6,16.0
tt0370268,Almaz and Abdul Hamuli,1962.0,,7.0,34.0
tt0370334,Beatnik,1960.0,,,
tt0370351,Bituing marikit,1957.0,,,
tt0370470,Doctor Siva,1975.0,,5.7,6.0
tt0370625,Hani-hanimun,1961.0,,,
tt0370750,Hongkong Holiday,1957.0,,,
tt0370765,Idhayakkani,1975.0,161.0,7.0,36.0
tt0370799,Jai Hanuman,1948.0,,7.4,10.0
tt0370813,"Joey, Eddie, Lito",1961.0,,,
tt0370856,Krishnaveni,1974.0,,,
tt0370858,Kundiman ng puso,1958.0,,,
tt0370946,Mayalamari,1951.0,,,
tt0370954,Menor de edad,1954.0,,,
tt0370963,Without an Appointment,1962.0,113.0,5.4,28.0
tt0370967,Mitti Ke Khiloune,1948.0,,,
tt0371015,Noches de ronda,1992.0,90.0,,
tt0371041,Onne Onnu Kanne Kannu,1974.0,,,
tt0371043,Operetang sampay-bakod,1961.0,,,
tt0371061,Pakiusap,1959.0,,,
tt0371073,Peddalu Marali,1974.0,,,
tt0371082,Pitong puso,1962.0,,,
tt0371098,Private Master,1967.0,,,
tt0371114,Ramaiah Thandri,1975.0,,,
tt0371153,Sa isang sulyap mo Tita,1953.0,,,
tt0371170,Sarvadhikari,1951.0,,6.9,7.0
tt0371172,Satyavan Savitri,1948.0,,,
tt0371218,The Black Candles,1962.0,140.0,7.0,174.0
tt0371240,Sonata,1957.0,,,
tt0371289,Ang tangi kong pag-ibig,1955.0,,,
tt0371343,Tugtuging bukid,1962.0,,,
tt0371364,Upayamlo Apayam,1967.0,140.0,,
tt0371367,Vacacionista,1956.0,,,
tt0371511,Adadani Saval,1983.0,,,
tt0371527,Amayakudu Kadhu Asadhyudu,1983.0,,,
tt0371540,Anna Dammula Katha,1975.0,,,
tt0371550,Asthi Kosam,1975.0,,,
tt0371554,Ave Kallu,1967.0,163.0,7.1,133.0
tt0371561,Bandhipotu Mutha,1978.0,,,
tt0371562,Bangaru Lakshmi,1980.0,,,
tt0371577,The Big Broadcast,1962.0,,,
tt0371593,Bye-bye na sa Daddy,1965.0,,,
tt0371598,Cha Cha Cha,1964.0,,5.2,21.0
tt0371602,Chelisuva Modagalu,1982.0,157.0,8.4,56.0
tt0371605,Chhaya,1981.0,,,
tt0371618,Daari Thappinete Manishi,1981.0,114.0,,
tt0371620,Dance-O-Rama,1963.0,,5.8,8.0
tt0371630,Devadasi,1978.0,,,
tt0371632,Dharma Poratam,1983.0,140.0,3.4,186.0
tt0371643,Dongala Veta,1978.0,,,
tt0371644,Dongalaku Donga,1977.0,,8.8,37.0
tt0371645,Dongalaku Saval,1979.0,136.0,,
tt0371651,Dudubasavanna,1978.0,,,
tt0371657,Eenati Bandham Yenatido,1977.0,153.0,7.2,6.0
tt0371667,Etharkum Thuninthavan,1976.0,,,
tt0371684,Garibi,1949.0,,,
tt0371686,Geetha Sangeetha,1977.0,,,
tt0371742,Indru Pol Endrum Vazhga,1977.0,,6.9,15.0
tt0371749,Jawabdari,1950.0,,,
tt0371763,Kafila,1952.0,,,
tt0371764,Kalanthakulu,1978.0,,8.6,30.0
tt0371765,Kali Topi Lal Rumal,1959.0,129.0,6.1,14.0
tt0371767,Kamatchiyin Karunai,1978.0,,,
tt0371768,Kanneer Pookal,1981.0,,,
tt0371770,Katha Nayakuni Katha,1975.0,,,
tt0371774,Keralida Simha,1981.0,164.0,8.1,23.0
tt0371779,Koteeshwarudu,1983.0,,,
tt0371782,Kumkumam Kadhai Solgiradhu,1978.0,,,
tt0371783,Lalitha,1976.0,,6.7,15.0
tt0371784,Lalitha,1983.0,,,
tt0371785,Lambadolla Ramadasu,1978.0,,,
tt0371788,Lawyer Vishwanath,1978.0,,,
tt0371790,Let's Dance the Soul!,1967.0,,,
tt0371791,Libis ng baryo,1964.0,,,
tt0371792,Life Everlasting,1971.0,,,
tt0371803,Maa Daivam,1976.0,,,
tt0371804,Maa Iddari Katha,1977.0,,,
tt0371811,Makkal Kural,1978.0,,,
tt0371829,Moguda Pellamma,1975.0,,,
tt0371831,Moodu Puvvulu Aaru Kayalu,1978.0,,,
tt0371834,Mr. Rajanikant,1980.0,,7.4,14.0
tt0371837,Muthana Muthallava,1976.0,,,
tt0371838,Muthyala Pallaki,1976.0,,,
tt0371847,Neram Nadhikadu Akalidi,1976.0,,,
tt0371851,Nindu Manishi,1978.0,,,
tt0371855,Oke Raktham,1977.0,,,
tt0371862,Pallandhu Vazhga,1975.0,,7.3,10.0
tt0371865,Papa um mamaw,1965.0,,,
tt0371870,Pattikatu Raja,1975.0,144.0,7.8,16.0
tt0371874,Perum Pukazhum,1976.0,,,
tt0371887,Pogi,1967.0,,,
tt0371895,Prema Chesina Pelli,1978.0,,,
tt0371900,Punitha Anthoniar,1977.0,,,
tt0371903,Puttinti Gauravam,1975.0,,,
tt0371909,Raktha Sambandhalu,1975.0,,,
tt0371910,Ramakrishnamanulu,1981.0,,,
tt0371911,Rama Parashurama,1980.0,113.0,,
tt0371912,Ramuni Minchina Ramudu,1975.0,135.0,,
tt0371924,Sadanandante Samayam,2003.0,,5.5,171.0
tt0371930,Sankhu Teertham,1979.0,,,
tt0371931,Santhanam Saubhagyam,1975.0,,,
tt0371933,Sathyam Sundaram,1981.0,139.0,,
tt0371934,Sati Sukanya,1949.0,,,
tt0371940,Seetamma Santhanam,1976.0,,,
tt0371948,Shringara Ramudu,1979.0,,,
tt0371968,Superman,1980.0,135.0,5.2,82.0
tt0371971,Swami Drohulu,1976.0,,,
