College,Course Prefix,Department,Total Students,gpa_total,Average GPA,semester
Business,STA,Statistics,1124.0,3510.88,3.1236,Spring 2014
Communication,ADV,Advertising,4054.0,12735.82,3.1415,Spring 2014
Communication,CMS,Communication Studies,2966.0,8657.83,2.919,Spring 2014
Communication,COM,Communication,92.0,255.28,2.7748,Spring 2014
Communication,J,Journalism,1123.0,3829.0,3.4096,Spring 2014
Communication,P R,Public Relations,890.0,2836.61,3.1872,Spring 2014
Communication,RTF,Radio-Television-Film,2272.0,7393.41,3.2541,Spring 2014
Education,ALD,Applied Learning And Development,1234.0,4333.48,3.5117,Spring 2014
Education,EDC,Curriculum And Instruction,845.0,3120.21,3.6926,Spring 2014
Education,EDP,Educational Psychology,2196.0,6948.37,3.1641,Spring 2014
Education,HED,Health Education,604.0,1932.83,3.2,Spring 2014
Education,KIN,Kinesiology,2143.0,6757.12,3.1531,Spring 2014
Education,PED,Physical Education,2801.0,9183.13,3.2785,Spring 2014
Education,SED,Special Education,196.0,742.73,3.7894,Spring 2014
Education,STM,"Science, Technology, Engineering, And Mathematics Education",14.0,51.67,3.6907,Spring 2014
Engineering,ARE,Architectural Engineering,351.0,1231.48,3.5085,Spring 2014
Engineering,ASE,Aerospace Engineering,1297.0,3846.86,2.966,Spring 2014
Engineering,BME,Biomedical Engineering,823.0,2774.16,3.3708,Spring 2014
Engineering,C E,Civil Engineering,1511.0,5006.69,3.3135,Spring 2014
Engineering,CHE,Chemical Engineering,1332.0,4241.43,3.1843,Spring 2014
Engineering,E E,Electrical Engineering,3249.0,9866.16,3.0367,Spring 2014
Engineering,E M,Engineering Mechanics,802.0,1987.55,2.4782,Spring 2014
Engineering,G E,General Engineering,165.0,587.0,3.5576,Spring 2014
Engineering,M E,Mechanical Engineering,3409.0,11015.17,3.2312,Spring 2014
Engineering,ORI,Operations Research And Industrial Engineering,108.0,357.01,3.3056,Spring 2014
Engineering,PGE,Petroleum And Geosystems Engineering,1568.0,4965.95,3.1671,Spring 2014
Fine Arts,AED,Art Education,12.0,47.34,3.945,Spring 2014
Fine Arts,ARH,Art History,1400.0,4304.54,3.0747,Spring 2014
Fine Arts,ART,Studio Art,660.0,2273.96,3.4454,Spring 2014
Fine Arts,DES,Design,139.0,434.66,3.1271,Spring 2014
Fine Arts,ENS,Ensemble,418.0,1614.7,3.8629,Spring 2014
Fine Arts,F A,Fine Arts,34.0,112.01,3.2944,Spring 2014
Fine Arts,MBU,Music Business,17.0,47.67,2.8041,Spring 2014
Fine Arts,MRT,Music Recording Technology,10.0,25.0,2.5,Spring 2014
Fine Arts,MUS,Music,1545.0,5329.32,3.4494,Spring 2014
Fine Arts,T D,Theatre And Dance,1969.0,7059.1,3.5851,Spring 2014
Fine Arts,VAS,Visual Art Studies,17.0,46.019999999999996,2.7071,Spring 2014
Geoscience,EVS,Environmental Science,79.0,264.72,3.3509,Spring 2014
Geoscience,GEO,Geological Sciences,1707.0,4765.93,2.792,Spring 2014
Information,INF,Information Studies,1205.0,3524.12,2.9246,Spring 2014
LBJ Public Affairs,P A,Public Affairs,834.0,2934.06,3.5181,Spring 2014
Liberal Arts,AAS,Asian American Studies,79.0,225.02,2.8484,Spring 2014
Liberal Arts,AFR,African And African Diaspora Studies,535.0,1621.8,3.0314,Spring 2014
Liberal Arts,AFS,Air Force Science,26.0,95.0,3.6538,Spring 2014
Liberal Arts,AHC,Ancient History And Classical Civilization,24.0,69.33,2.8888,Spring 2014
Liberal Arts,AMS,American Studies,520.0,1459.47,2.8067,Spring 2014
Liberal Arts,ANS,Asian Studies,443.0,1498.21,3.382,Spring 2014
Liberal Arts,ANT,Anthropology,1906.0,5307.39,2.7846,Spring 2014
Liberal Arts,ARA,Arabic,200.0,679.09,3.3954,Spring 2014
Liberal Arts,ASL,American Sign Language,215.0,713.54,3.3188,Spring 2014
Liberal Arts,C C,Classical Civilization,1618.0,4580.83,2.8312,Spring 2014
Liberal Arts,CGS,Cognitive Science,28.0,98.35,3.5125,Spring 2014
Liberal Arts,CHI,Chinese,355.0,1137.11,3.2031,Spring 2014
Liberal Arts,CTI,Core Texts And Ideas,77.0,235.33,3.0562,Spring 2014
Liberal Arts,DAN,Danish,10.0,28.68,2.868,Spring 2014
Liberal Arts,DCH,Dutch,13.0,35.01,2.6931,Spring 2014
Liberal Arts,E,English,4390.0,13078.66,2.9792,Spring 2014
Liberal Arts,ECO,Economics,3637.0,9569.29,2.6311,Spring 2014
Liberal Arts,EUS,European Studies,144.0,429.7,2.984,Spring 2014
Liberal Arts,FR,French,931.0,2741.2,2.9444,Spring 2014
Liberal Arts,GER,German,415.0,1316.45,3.1722,Spring 2014
Liberal Arts,GK,Greek,34.0,111.37,3.2756,Spring 2014
Liberal Arts,GOV,Government,6418.0,17341.43,2.702,Spring 2014
Liberal Arts,HDO,Human Dimensions Of Organizations,33.0,121.0,3.6667,Spring 2014
Liberal Arts,HEB,Hebrew,31.0,111.33,3.5913,Spring 2014
Liberal Arts,HIN,Hindi,51.0,162.38,3.1839,Spring 2014
Liberal Arts,HIS,History,4709.0,13633.61,2.8952,Spring 2014
Liberal Arts,ILA,Iberian And Latin American Languages And Cultures,49.0,175.69,3.5855,Spring 2014
Liberal Arts,IRG,International Relations And Global Studies,336.0,981.03,2.9197,Spring 2014
Liberal Arts,ISL,Islamic Studies,10.0,29.68,2.968,Spring 2014
Liberal Arts,ITC,Italian Civilization,10.0,33.66,3.366,Spring 2014
Liberal Arts,ITL,Italian,311.0,902.09,2.9006,Spring 2014
Liberal Arts,JPN,Japanese,345.0,1074.08,3.1133,Spring 2014
Liberal Arts,KOR,Korean,114.0,420.35,3.6873,Spring 2014
Liberal Arts,L A,Liberal Arts,44.0,156.33,3.553,Spring 2014
Liberal Arts,LAH,Liberal Arts Honors,203.0,726.78,3.5802,Spring 2014
Liberal Arts,LAS,Latin American Studies,185.0,567.38,3.0669,Spring 2014
Liberal Arts,LAT,Latin,219.0,616.09,2.8132,Spring 2014
Liberal Arts,LIN,Linguistics,619.0,1760.84,2.8447,Spring 2014
Liberal Arts,M S,Military Science,73.0,258.37,3.5393,Spring 2014
Liberal Arts,MAS,Mexican American Studies,110.0,300.06,2.7278,Spring 2014
Liberal Arts,MEL,Middle Eastern Languages And Cultures,22.0,74.35,3.3795,Spring 2014
Liberal Arts,MES,Middle Eastern Studies,81.0,250.03,3.0868,Spring 2014
Liberal Arts,N S,Naval Science,27.0,96.66,3.58,Spring 2014
Liberal Arts,NOR,Norwegian,23.0,80.99,3.5213,Spring 2014
Liberal Arts,PHL,Philosophy,1463.0,4251.76,2.9062,Spring 2014
Liberal Arts,POR,Portuguese,118.0,400.39,3.3931,Spring 2014
Liberal Arts,PSY,Psychology,3868.0,11085.9,2.8661,Spring 2014
Liberal Arts,R S,Religious Studies,299.0,929.08,3.1073,Spring 2014
Liberal Arts,REE,"Russian, East European, And Eurasian Studies",77.0,241.7,3.139,Spring 2014
Liberal Arts,RHE,Rhetoric And Writing,1490.0,4833.88,3.2442,Spring 2014
Liberal Arts,RUS,Russian,77.0,240.73,3.1264,Spring 2014
Liberal Arts,S S,Social Science,77.0,304.68,3.9569,Spring 2014
Liberal Arts,SOC,Sociology,3067.0,8377.94,2.7316,Spring 2014
Liberal Arts,SPN,Spanish,1946.0,5907.97,3.036,Spring 2014
Liberal Arts,SWE,Swedish,14.0,41.33,2.9521,Spring 2014
Liberal Arts,T C,Tutorial Course,216.0,796.41,3.6871,Spring 2014
Liberal Arts,TEL,Telugu,19.0,74.33,3.9121,Spring 2014
Liberal Arts,URB,Urban Studies,32.0,95.67,2.9897,Spring 2014
Liberal Arts,URD,Urdu,41.0,142.35,3.472,Spring 2014
Liberal Arts,UTL,UTeach-Liberal Arts,102.0,357.7,3.5069,Spring 2014
Liberal Arts,WGS,Women's And Gender Studies,112.0,339.03,3.0271,Spring 2014
Liberal Arts,YOR,Yoruba,10.0,16.33,1.633,Spring 2014
Natural Sciences,ACF,Actuarial Foundations,80.0,206.66,2.5832,Spring 2014
Natural Sciences,AST,Astronomy,1670.0,4451.12,2.6653,Spring 2014
Natural Sciences,BIO,Biology,10880.0,30410.98,2.7951,Spring 2014
Natural Sciences,C S,Computer Science,4369.0,11485.65,2.6289,Spring 2014
Natural Sciences,CH,Chemistry,10052.0,28051.66,2.7907,Spring 2014
Natural Sciences,HDF,Human Development And Family Sciences,1768.0,5754.85,3.255,Spring 2014
Natural Sciences,M,Mathematics,8889.0,21844.05,2.4574,Spring 2014
Natural Sciences,MNS,Marine Science,557.0,1755.8799999999999,3.1524,Spring 2014
Natural Sciences,MOL,Molecular Biology,25.0,85.68,3.4272,Spring 2014
Natural Sciences,NEU,Neuroscience,66.0,192.36,2.9145,Spring 2014
Natural Sciences,NSC,Natural Sciences,569.0,1894.53,3.3296,Spring 2014
Natural Sciences,NTR,Nutrition,2311.0,7499.64,3.2452,Spring 2014
Natural Sciences,P S,Physical Science,889.0,2896.86,3.2586,Spring 2014
Natural Sciences,PBH,Public Health,294.0,978.97,3.3298,Spring 2014
Natural Sciences,PHY,Physics,5892.0,15953.67,2.7077,Spring 2014
Natural Sciences,TXA,Textiles And Apparel,717.0,2354.42,3.2837,Spring 2014
Natural Sciences,UTS,UTeach-Natural Sciences,150.0,554.02,3.6935,Spring 2014
Nursing,N,Nursing,1345.0,4703.01,3.4967,Spring 2014
Other,CSD,Communication Sciences And Disorders,1312.0,4573.01,3.4855,Spring 2014
Other,CSE,"Computational Science, Engineering, And Mathematics",79.0,260.03000000000003,3.2915,Spring 2014
Other,EDA,EDUCATIONAL ADMINISTRATION,147.0,533.41,3.6286,Spring 2014
Other,EER,Energy And Earth Resources,63.0,211.35,3.3548,Spring 2014
Other,ENM,Engineering Management,89.0,342.35,3.8466,Spring 2014
Other,GRC,Germanic Civilization,10.0,30.32,3.032,Spring 2014
Other,GRG,Geography,1264.0,3516.41,2.782,Spring 2014
Other,LAW,Law,4074.0,13599.86,3.3382,Spring 2014
Other,PGS,Pharmacy Graduate Studies,45.0,147.69,3.282,Spring 2014
Other,PHR,Pharmacy,2607.0,8777.03,3.3667,Spring 2014
Other,SCA,Scandinavian,24.0,70.66,2.9442,Spring 2014
Other,SSC,Statistics And Scientific Computation,1938.0,5864.43,3.026,Spring 2014
Other,STC,Science And Technology Commercialization,284.0,1022.02,3.5987,Spring 2014
Social Work,S W,Social Work,1692.0,6122.75,3.6186,Spring 2014
Undergraduate Studies,BDP,Bridging Disciplines,263.0,960.08,3.6505,Spring 2014
Undergraduate Studies,UGS,Undergraduate Studies,2289.0,7698.15,3.3631,Spring 2014
Architecture,ARC,Architecture,1427.0,4806.07,3.368,Fall 2013
Architecture,ARI,Architectural Interior Design,81.0,266.33,3.288,Fall 2013
Architecture,CRP,Community And Regional Planning,331.0,1149.93,3.4741,Fall 2013
Architecture,LAR,Landscape Architecture,74.0,247.65,3.3466,Fall 2013
Business,ACC,Accounting,4601.0,14161.71,3.078,Fall 2013
Business,B A,Business Administration,4675.0,16151.33,3.4548,Fall 2013
Business,BGS,"Business, Government, And Society",276.0,938.1,3.3989,Fall 2013
Business,FIN,Finance,3478.0,10431.39,2.9992,Fall 2013
Business,I B,International Business,356.0,1065.75,2.9937,Fall 2013
Business,LEB,Legal Environment Of Business,1642.0,5084.7699999999995,3.0967,Fall 2013
Business,MAN,Management,2457.0,8075.7,3.2868,Fall 2013
Business,MIS,Management Information Systems,2236.0,7326.33,3.2765,Fall 2013
Business,MKT,Marketing,2568.0,8200.22,3.1932,Fall 2013
Business,O M,Operations Management,425.0,1423.07,3.3484,Fall 2013
Business,R E,Real Estate,143.0,456.34000000000003,3.1912,Fall 2013
Business,R M,Risk Management,76.0,205.38,2.7024,Fall 2013
Business,STA,Statistics,1303.0,4169.58,3.2,Fall 2013
Communication,ADV,Advertising,3903.0,12233.84,3.1345,Fall 2013
Communication,CMS,Communication Studies,2778.0,8431.11,3.035,Fall 2013
Communication,COM,Communication,136.0,453.15999999999997,3.3321,Fall 2013
Communication,J,Journalism,1138.0,3865.42,3.3967,Fall 2013
Communication,P R,Public Relations,785.0,2616.29,3.3329,Fall 2013
Communication,RTF,Radio-Television-Film,2603.0,8726.44,3.3525,Fall 2013
Education,ALD,Applied Learning And Development,850.0,2942.2,3.4614,Fall 2013
Education,EDC,Curriculum And Instruction,989.0,3666.62,3.7074,Fall 2013
Education,EDP,Educational Psychology,2067.0,6449.25,3.1201,Fall 2013
Education,HED,Health Education,604.0,2069.17,3.4258,Fall 2013
Education,KIN,Kinesiology,2136.0,6616.95,3.0978,Fall 2013
Education,PED,Physical Education,2418.0,8033.12,3.3222,Fall 2013
Education,SCI,Science,17.0,58.0,3.4118,Fall 2013
Education,SED,Special Education,136.0,513.73,3.7774,Fall 2013
Education,STM,"Science, Technology, Engineering, And Mathematics Education",26.0,99.01,3.8081,Fall 2013
Engineering,ARE,Architectural Engineering,268.0,956.73,3.5699,Fall 2013
Engineering,ASE,Aerospace Engineering,1487.0,4323.34,2.9074,Fall 2013
Engineering,BME,Biomedical Engineering,792.0,2649.53,3.3454,Fall 2013
Engineering,C E,Civil Engineering,1873.0,5962.87,3.1836,Fall 2013
Engineering,CHE,Chemical Engineering,1469.0,4573.01,3.113,Fall 2013
Engineering,E E,Electrical Engineering,3898.0,11344.36,2.9103,Fall 2013
Engineering,E M,Engineering Mechanics,956.0,2436.98,2.5491,Fall 2013
Engineering,E S,Engineering Studies,18.0,0.0,0.0,Fall 2013
Engineering,G E,General Engineering,174.0,631.0,3.6264,Fall 2013
Engineering,M E,Mechanical Engineering,3454.0,11094.31,3.212,Fall 2013
Engineering,ORI,Operations Research And Industrial Engineering,111.0,382.38,3.4449,Fall 2013
Engineering,PGE,Petroleum And Geosystems Engineering,1798.0,5730.17,3.187,Fall 2013
Fine Arts,ARH,Art History,1571.0,5059.46,3.2205,Fall 2013
Fine Arts,ART,Studio Art,736.0,2523.44,3.4286,Fall 2013
Fine Arts,DES,Design,128.0,448.39,3.503,Fall 2013
Fine Arts,ENS,Ensemble,657.0,2570.39,3.9123,Fall 2013
Fine Arts,F A,Fine Arts,71.0,245.07999999999998,3.4518,Fall 2013
Fine Arts,MBU,Music Business,34.0,108.37,3.1874,Fall 2013
Fine Arts,MRT,Music Recording Technology,11.0,34.99,3.1809,Fall 2013
Fine Arts,MUS,Music,1982.0,6721.63,3.3913,Fall 2013
Fine Arts,T D,Theatre And Dance,2067.0,7390.07,3.5753,Fall 2013
Fine Arts,VAS,Visual Art Studies,32.0,94.01,2.9378,Fall 2013
Geoscience,EVS,Environmental Science,13.0,47.67,3.6669,Fall 2013
Geoscience,GEO,Geological Sciences,1727.0,4749.31,2.75,Fall 2013
Information,INF,Information Studies,1228.0,3764.41,3.0655,Fall 2013
LBJ Public Affairs,P A,Public Affairs,943.0,3296.17,3.4954,Fall 2013
Liberal Arts,AAS,Asian American Studies,44.0,145.02,3.2959,Fall 2013
Liberal Arts,AFR,African And African Diaspora Studies,555.0,1772.71,3.1941,Fall 2013
Liberal Arts,AFS,Air Force Science,42.0,147.0,3.5,Fall 2013
Liberal Arts,AHC,Ancient History And Classical Civilization,66.0,183.68,2.783,Fall 2013
Liberal Arts,AMS,American Studies,539.0,1566.89,2.907,Fall 2013
Liberal Arts,ANS,Asian Studies,448.0,1344.77,3.0017,Fall 2013
Liberal Arts,ANT,Anthropology,1996.0,5815.98,2.9138,Fall 2013
Liberal Arts,ARA,Arabic,268.0,900.4399999999999,3.3599,Fall 2013
Liberal Arts,ASL,American Sign Language,244.0,818.16,3.3531,Fall 2013
Liberal Arts,C C,Classical Civilization,2004.0,5898.73,2.9435,Fall 2013
Liberal Arts,C L,Comparative Literature,51.0,170.06,3.3345,Fall 2013
Liberal Arts,CHI,Chinese,327.0,1078.13,3.297,Fall 2013
Liberal Arts,CTI,Core Texts And Ideas,88.0,232.69,2.6442,Fall 2013
Liberal Arts,CZ,Czech,11.0,42.67,3.8791,Fall 2013
Liberal Arts,DAN,Danish,12.0,36.0,3.0,Fall 2013
Liberal Arts,DCH,Dutch,18.0,45.019999999999996,2.5011,Fall 2013
Liberal Arts,E,English,4374.0,13504.52,3.0875,Fall 2013
Liberal Arts,ECO,Economics,4300.0,11352.42,2.6401,Fall 2013
Liberal Arts,EUS,European Studies,219.0,707.09,3.2287,Fall 2013
Liberal Arts,FR,French,900.0,2563.94,2.8488,Fall 2013
Liberal Arts,GER,German,412.0,1278.14,3.1023,Fall 2013
Liberal Arts,GK,Greek,49.0,145.01,2.9594,Fall 2013
Liberal Arts,GOV,Government,5604.0,14897.87,2.6584,Fall 2013
Liberal Arts,HDO,Human Dimensions Of Organizations,45.0,158.02,3.5116,Fall 2013
Liberal Arts,HEB,Hebrew,49.0,161.02,3.2861,Fall 2013
Liberal Arts,HIN,Hindi,137.0,473.07,3.4531,Fall 2013
Liberal Arts,HIS,History,4806.0,14342.41,2.9843,Fall 2013
Liberal Arts,ILA,Iberian And Latin American Languages And Cultures,51.0,175.7,3.4451,Fall 2013
Liberal Arts,IRG,International Relations And Global Studies,292.0,924.79,3.1671,Fall 2013
Liberal Arts,ISL,Islamic Studies,109.0,299.37,2.7465,Fall 2013
Liberal Arts,ITL,Italian,283.0,822.44,2.9061,Fall 2013
Liberal Arts,J S,Jewish Studies,16.0,60.01,3.7506,Fall 2013
Liberal Arts,JPN,Japanese,333.0,1070.36,3.2143,Fall 2013
Liberal Arts,KOR,Korean,106.0,390.67,3.6856,Fall 2013
Liberal Arts,L A,Liberal Arts,49.0,181.67000000000002,3.7076,Fall 2013
Liberal Arts,LAH,Liberal Arts Honors,93.0,335.03,3.6025,Fall 2013
Liberal Arts,LAS,Latin American Studies,245.0,731.4,2.9853,Fall 2013
Liberal Arts,LAT,Latin,209.0,562.76,2.6926,Fall 2013
Liberal Arts,LIN,Linguistics,671.0,1943.2,2.896,Fall 2013
Liberal Arts,M S,Military Science,70.0,255.04,3.6434,Fall 2013
Liberal Arts,MAS,Mexican American Studies,145.0,443.7,3.06,Fall 2013
Liberal Arts,MEL,Middle Eastern Languages And Cultures,35.0,130.69,3.734,Fall 2013
Liberal Arts,MES,Middle Eastern Studies,112.0,371.7,3.3188,Fall 2013
Liberal Arts,N S,Naval Science,21.0,80.67,3.8414,Fall 2013
Liberal Arts,NOR,Norwegian,25.0,84.35,3.374,Fall 2013
Liberal Arts,PHL,Philosophy,1781.0,5326.93,2.991,Fall 2013
Liberal Arts,POR,Portuguese,140.0,445.05,3.1789,Fall 2013
Liberal Arts,PRC,Portuguese Civilization,10.0,36.34,3.634,Fall 2013
Liberal Arts,PRS,Persian,31.0,104.01,3.3552,Fall 2013
Liberal Arts,PSY,Psychology,3475.0,9737.24,2.8021,Fall 2013
Liberal Arts,R S,Religious Studies,224.0,678.41,3.0286,Fall 2013
Liberal Arts,REE,"Russian, East European, And Eurasian Studies",116.0,372.72,3.2131,Fall 2013
Liberal Arts,RHE,Rhetoric And Writing,1352.0,4370.36,3.2325,Fall 2013
Liberal Arts,RUS,Russian,141.0,443.40999999999997,3.1448,Fall 2013
Liberal Arts,S S,Social Science,59.0,190.68,3.2319,Fall 2013
Liberal Arts,SAN,Sanskrit,10.0,33.67,3.367,Fall 2013
Liberal Arts,SOC,Sociology,3244.0,9297.53,2.8661,Fall 2013
Liberal Arts,SPN,Spanish,1966.0,6010.99,3.0575,Fall 2013
Liberal Arts,SWE,Swedish,20.0,56.99,2.8495,Fall 2013
Liberal Arts,T C,Tutorial Course,279.0,1006.13,3.6062,Fall 2013
Liberal Arts,TAM,Tamil,15.0,56.67,3.778,Fall 2013
Liberal Arts,TEL,Telugu,15.0,59.34,3.956,Fall 2013
Liberal Arts,TUR,Turkish,11.0,29.009999999999998,2.6373,Fall 2013
Liberal Arts,URB,Urban Studies,63.0,197.69,3.1379,Fall 2013
Liberal Arts,URD,Urdu,39.0,134.35,3.4449,Fall 2013
Liberal Arts,UTL,UTeach-Liberal Arts,175.0,637.0500000000001,3.6403,Fall 2013
Liberal Arts,WGS,Women's And Gender Studies,130.0,434.05,3.3388,Fall 2013
Natural Sciences,ACF,Actuarial Foundations,113.0,253.67000000000002,2.2449,Fall 2013
Natural Sciences,AST,Astronomy,1664.0,4693.88,2.8208,Fall 2013
Natural Sciences,BIO,Biology,11498.0,31168.9,2.7108,Fall 2013
Natural Sciences,C S,Computer Science,4389.0,11407.07,2.599,Fall 2013
Natural Sciences,CH,Chemistry,10901.0,29691.19,2.7237,Fall 2013
Natural Sciences,HDF,Human Development And Family Sciences,1636.0,5162.38,3.1555,Fall 2013
Natural Sciences,M,Mathematics,11555.0,28173.83,2.4382,Fall 2013
Natural Sciences,MNS,Marine Science,454.0,1430.55,3.151,Fall 2013
Natural Sciences,MOL,Molecular Biology,90.0,317.38,3.5264,Fall 2013
Natural Sciences,NEU,Neuroscience,126.0,333.37,2.6458,Fall 2013
Natural Sciences,NSC,Natural Sciences,476.0,1596.1399999999999,3.3532,Fall 2013
Natural Sciences,NTR,Nutrition,1883.0,5864.07,3.1142,Fall 2013
Natural Sciences,P S,Physical Science,812.0,2572.09,3.1676,Fall 2013
Natural Sciences,PBH,Public Health,188.0,625.27,3.3259,Fall 2013
Natural Sciences,PHY,Physics,5201.0,14396.64,2.7681,Fall 2013
Natural Sciences,TXA,Textiles And Apparel,766.0,2469.35,3.2237,Fall 2013
Natural Sciences,UTS,UTeach-Natural Sciences,107.0,391.01,3.6543,Fall 2013
Nursing,N,Nursing,1505.0,5300.0,3.5216,Fall 2013
Other,CSD,Communication Sciences And Disorders,1624.0,5509.42,3.3925,Fall 2013
Other,CSE,"Computational Science, Engineering, And Mathematics",82.0,259.71,3.1672,Fall 2013
Other,EDA,EDUCATIONAL ADMINISTRATION,106.0,367.38,3.4658,Fall 2013
Other,EER,Energy And Earth Resources,48.0,150.35,3.1323,Fall 2013
Other,ENM,Engineering Management,133.0,485.70000000000005,3.6519,Fall 2013
Other,GRC,Germanic Civilization,12.0,44.36,3.6967,Fall 2013
Other,GRG,Geography,1338.0,3746.06,2.7997,Fall 2013
Other,LAW,Law,4110.0,13627.2,3.3156,Fall 2013
Other,PGS,Pharmacy Graduate Studies,25.0,94.02,3.7608,Fall 2013
Other,PHR,Pharmacy,2010.0,6380.97,3.1746,Fall 2013
Other,SLA,Slavic,48.0,162.02,3.3754,Fall 2013
Other,SSC,Statistics And Scientific Computation,2038.0,6030.01,2.9588,Fall 2013
Other,STC,Science And Technology Commercialization,212.0,769.02,3.6275,Fall 2013
Social Work,S W,Social Work,1691.0,6068.12,3.5885,Fall 2013
Undergraduate Studies,BDP,Bridging Disciplines,188.0,648.0,3.4468,Fall 2013
Undergraduate Studies,UGS,Undergraduate Studies,7091.0,24265.33,3.422,Fall 2013
Architecture,ARC,Architecture,119.0,380.72,3.1993,Summer 2013
Architecture,CRP,Community And Regional Planning,11.0,33.67,3.0609,Summer 2013
Architecture,LAR,Landscape Architecture,6.0,20.66,3.4433,Summer 2013
Business,ACC,Accounting,691.0,2133.79,3.088,Summer 2013
Business,B A,Business Administration,934.0,3221.82,3.4495,Summer 2013
Business,BGS,"Business, Government, And Society",71.0,262.32,3.6946,Summer 2013
Business,FIN,Finance,454.0,1405.35,3.0955,Summer 2013
Business,I B,International Business,26.0,89.35,3.4365,Summer 2013
Business,LEB,Legal Environment Of Business,565.0,1967.1,3.4816,Summer 2013
Business,MAN,Management,625.0,2188.48,3.5016,Summer 2013
Business,MIS,Management Information Systems,123.0,415.37,3.377,Summer 2013
Business,MKT,Marketing,248.0,754.34,3.0417,Summer 2013
Business,O M,Operations Management,81.0,277.39,3.4246,Summer 2013
Business,STA,Statistics,66.0,217.37,3.2935,Summer 2013
Communication,ADV,Advertising,469.0,1453.81,3.0998,Summer 2013
Communication,CMS,Communication Studies,257.0,656.68,2.5552,Summer 2013
Communication,J,Journalism,150.0,518.72,3.4581,Summer 2013
Communication,P R,Public Relations,116.0,388.75,3.3513,Summer 2013
Communication,RTF,Radio-Television-Film,179.0,556.99,3.1117,Summer 2013
Education,ALD,Applied Learning And Development,108.0,372.71,3.451,Summer 2013
Education,EDC,Curriculum And Instruction,118.0,403.04,3.4156,Summer 2013
Education,EDP,Educational Psychology,422.0,1336.66,3.1674,Summer 2013
Education,HED,Health Education,66.0,219.71,3.3289,Summer 2013
Education,KIN,Kinesiology,451.0,1330.09,2.9492,Summer 2013
Education,PED,Physical Education,59.0,182.34,3.0905,Summer 2013
Education,SED,Special Education,62.0,225.34,3.6345,Summer 2013
Engineering,ARE,Architectural Engineering,20.0,65.33,3.2665,Summer 2013
Engineering,BME,Biomedical Engineering,33.0,114.7,3.4758,Summer 2013
Engineering,C E,Civil Engineering,80.0,233.37,2.9171,Summer 2013
Engineering,CHE,Chemical Engineering,116.0,382.35,3.2961,Summer 2013
Engineering,E E,Electrical Engineering,172.0,443.7,2.5797,Summer 2013
Engineering,E M,Engineering Mechanics,86.0,224.04,2.6051,Summer 2013
Engineering,M E,Mechanical Engineering,280.0,803.07,2.8681,Summer 2013
Engineering,PGE,Petroleum And Geosystems Engineering,18.0,57.0,3.1667,Summer 2013
Fine Arts,ARH,Art History,65.0,224.0,3.4462,Summer 2013
Fine Arts,ART,Studio Art,68.0,243.35999999999999,3.5788,Summer 2013
Fine Arts,MBU,Music Business,13.0,42.0,3.2308,Summer 2013
Fine Arts,MUS,Music,133.0,442.72,3.3287,Summer 2013
Fine Arts,T D,Theatre And Dance,223.0,824.03,3.6952,Summer 2013
Geoscience,GEO,Geological Sciences,130.0,417.02,3.2078,Summer 2013
Information,INF,Information Studies,134.0,395.7,2.953,Summer 2013
LBJ Public Affairs,P A,Public Affairs,84.0,309.43,3.6837,Summer 2013
Liberal Arts,AFR,African And African Diaspora Studies,13.0,45.010000000000005,3.4623,Summer 2013
Liberal Arts,AMS,American Studies,36.0,115.03999999999999,3.1956,Summer 2013
Liberal Arts,ANS,Asian Studies,13.0,38.68,2.9754,Summer 2013
Liberal Arts,ANT,Anthropology,179.0,539.38,3.0133,Summer 2013
Liberal Arts,ASL,American Sign Language,77.0,253.06,3.2865,Summer 2013
Liberal Arts,C C,Classical Civilization,125.0,367.05,2.9364,Summer 2013
Liberal Arts,CHI,Chinese,11.0,32.0,2.9091,Summer 2013
Liberal Arts,E,English,857.0,2619.67,3.0568,Summer 2013
Liberal Arts,ECO,Economics,748.0,2093.32,2.7986,Summer 2013
Liberal Arts,F C,French Civilization,34.0,128.34,3.7747,Summer 2013
Liberal Arts,FR,French,117.0,333.0,2.8462,Summer 2013
Liberal Arts,GER,German,40.0,129.67000000000002,3.2418,Summer 2013
Liberal Arts,GK,Greek,30.0,84.68,2.8227,Summer 2013
Liberal Arts,GOV,Government,802.0,2280.04,2.8429,Summer 2013
Liberal Arts,HIS,History,547.0,1666.51,3.0466,Summer 2013
Liberal Arts,IRG,International Relations And Global Studies,20.0,68.67,3.4335,Summer 2013
Liberal Arts,ITC,Italian Civilization,22.0,72.68,3.3036,Summer 2013
Liberal Arts,ITL,Italian,52.0,148.69,2.8594,Summer 2013
Liberal Arts,JPN,Japanese,35.0,100.34,2.8669,Summer 2013
Liberal Arts,KOR,Korean,25.0,93.66,3.7464,Summer 2013
Liberal Arts,L A,Liberal Arts,28.0,98.33,3.5118,Summer 2013
Liberal Arts,LAT,Latin,30.0,78.01,2.6003,Summer 2013
Liberal Arts,LIN,Linguistics,47.0,107.64,2.2902,Summer 2013
Liberal Arts,MES,Middle Eastern Studies,10.0,31.009999999999998,3.101,Summer 2013
Liberal Arts,PHL,Philosophy,148.0,420.03,2.838,Summer 2013
Liberal Arts,PSY,Psychology,417.0,1247.46,2.9915,Summer 2013
Liberal Arts,R S,Religious Studies,11.0,29.67,2.6973,Summer 2013
