College,Course Prefix,Department,Total Students,gpa_total,Average GPA,semester
Nursing,N,Nursing,307.0,1157.0,3.7687,Summer 2020
Other,CSD,Communication Sciences And Disorders,90.0,336.69,3.741,Summer 2020
Other,GRG,Geography,118.0,373.66,3.1666,Summer 2020
Other,LAW,Law,128.0,423.34,3.3073,Summer 2020
Other,PGS,Pharmacy Graduate Studies,11.0,42.66,3.8782,Summer 2020
Other,STC,Science And Technology Commercialization,183.0,646.71,3.5339,Summer 2020
Pharmacy,PHM,Pharmacy PharmD,122.0,370.06,3.0333,Summer 2020
Social Work,S W,Social Work,262.0,953.13,3.6379,Summer 2020
Undergraduate Studies,UGS,Undergraduate Studies,63.0,216.69,3.4395,Summer 2020
Architecture,ARC,Architecture,1282.0,4046.34,3.1563,Spring 2020
Architecture,ARI,Architectural Interior Design,68.0,235.39,3.4616,Spring 2020
Architecture,CRP,Community And Regional Planning,224.0,749.76,3.3471,Spring 2020
Architecture,LAR,Landscape Architecture,47.0,159.68,3.3974,Spring 2020
Business,ACC,Accounting,4695.0,11498.46,2.4491,Spring 2020
Business,B A,Business Administration,2760.0,8846.99,3.2054,Spring 2020
Business,BGS,"Business, Government, And Society",320.0,1121.88,3.5059,Spring 2020
Business,FIN,Finance,4314.0,11937.35,2.7671,Spring 2020
Business,I B,International Business,323.0,843.75,2.6122,Spring 2020
Business,LEB,Legal Environment Of Business,1687.0,4376.17,2.5941,Spring 2020
Business,MAN,Management,3967.0,10956.28,2.7619,Spring 2020
Business,MIS,Management Information Systems,2542.0,6771.67,2.6639,Spring 2020
Business,MKT,Marketing,2790.0,8196.25,2.9377,Spring 2020
Business,O M,Operations Management,703.0,1815.87,2.583,Spring 2020
Business,R E,Real Estate,194.0,644.38,3.3215,Spring 2020
Business,R M,Risk Management,179.0,592.35,3.3092,Spring 2020
Business,STA,Statistics,1197.0,2849.62,2.3806,Spring 2020
Communication,ADV,Advertising,4373.0,14505.82,3.3171,Spring 2020
Communication,CLD,Communication And Leadership,183.0,614.5,3.3579,Spring 2020
Communication,CMS,Communication Studies,3085.0,9206.9,2.9844,Spring 2020
Communication,COM,Communication,155.0,565.7,3.6497,Spring 2020
Communication,J,Journalism,1192.0,4017.17,3.3701,Spring 2020
Communication,P R,Public Relations,754.0,2597.66,3.4452,Spring 2020
Communication,RTF,Radio-Television-Film,2622.0,8635.73,3.2936,Spring 2020
Education,ALD,Applied Learning And Development,622.0,2215.76,3.5623,Spring 2020
Education,EDC,Curriculum And Instruction,394.0,1457.79,3.7,Spring 2020
Education,EDP,Educational Psychology,2313.0,7866.08,3.4008,Spring 2020
Education,ELP,Educational Leadership And Policy,152.0,568.06,3.7372,Spring 2020
Education,HED,Health Education,378.0,1247.83,3.3011,Spring 2020
Education,KIN,Kinesiology,2121.0,6477.75,3.0541,Spring 2020
Education,PED,Physical Education,1963.0,6310.04,3.2145,Spring 2020
Education,SED,Special Education,79.0,308.02,3.899,Spring 2020
Education,STM,"Science, Technology, Engineering, And Mathematics Education",12.0,31.67,2.6392,Spring 2020
Engineering,ARE,Architectural Engineering,437.0,1435.78,3.2855,Spring 2020
Engineering,ASE,Aerospace Engineering,1287.0,3455.23,2.6847,Spring 2020
Engineering,BME,Biomedical Engineering,1169.0,3822.07,3.2695,Spring 2020
Engineering,C E,Civil Engineering,1774.0,5144.22,2.8998,Spring 2020
Engineering,CHE,Chemical Engineering,1485.0,4173.28,2.8103,Spring 2020
Engineering,COE,Computational Engineering,346.0,1058.68,3.0598,Spring 2020
Engineering,E E,Electrical Engineering,3855.0,10560.18,2.7393,Spring 2020
Engineering,E M,Engineering Mechanics,875.0,2046.08,2.3384,Spring 2020
Engineering,E S,Engineering Studies,29.0,108.0,3.7241,Spring 2020
Engineering,EVE,Environmental Engineering,125.0,364.37,2.915,Spring 2020
Engineering,M E,Mechanical Engineering,3729.0,10812.16,2.8995,Spring 2020
Engineering,ORI,Operations Research And Industrial Engineering,92.0,264.03000000000003,2.8699,Spring 2020
Engineering,PGE,Petroleum And Geosystems Engineering,695.0,2247.12,3.2333,Spring 2020
Fine Arts,AET,Arts And Entertainment Technologies,932.0,3014.0099999999998,3.2339,Spring 2020
Fine Arts,ARH,Art History,871.0,2832.71,3.2523,Spring 2020
Fine Arts,ART,Studio Art,436.0,1584.84,3.635,Spring 2020
Fine Arts,DES,Design,329.0,1129.79,3.434,Spring 2020
Fine Arts,ENS,Ensemble,287.0,1072.36,3.7364,Spring 2020
Fine Arts,F A,Fine Arts,94.0,333.35,3.5463,Spring 2020
Fine Arts,ITD,Integrated Design,245.0,853.45,3.4835,Spring 2020
Fine Arts,MUS,Music,2067.0,6863.58,3.3206,Spring 2020
Fine Arts,T D,Theatre And Dance,976.0,3418.64,3.5027,Spring 2020
Geoscience,EVS,Environmental Science,105.0,364.7,3.4733,Spring 2020
Geoscience,GEO,Geological Sciences,1592.0,4588.27,2.8821,Spring 2020
Information,IMS,Identity Management And Security,10.0,30.0,3.0,Spring 2020
Information,INF,Information Studies,812.0,2563.76,3.1573,Spring 2020
LBJ Public Affairs,P A,Public Affairs,844.0,2859.55,3.3881,Spring 2020
Liberal Arts,AAS,Asian American Studies,114.0,399.03,3.5003,Spring 2020
Liberal Arts,AFR,African And African Diaspora Studies,613.0,1778.22,2.9008,Spring 2020
Liberal Arts,AFS,Air Force Science,24.0,83.67,3.4862,Spring 2020
Liberal Arts,AHC,Ancient History And Classical Civilization,11.0,29.009999999999998,2.6373,Spring 2020
Liberal Arts,AMS,American Studies,485.0,1553.16,3.2024,Spring 2020
Liberal Arts,ANS,Asian Studies,402.0,1149.16,2.8586,Spring 2020
Liberal Arts,ANT,Anthropology,1747.0,4924.94,2.8191,Spring 2020
Liberal Arts,ARA,Arabic,75.0,236.32,3.1509,Spring 2020
Liberal Arts,ASL,American Sign Language,206.0,680.74,3.3046,Spring 2020
Liberal Arts,C C,Classical Civilization,1382.0,3945.89,2.8552,Spring 2020
Liberal Arts,CHI,Chinese,317.0,958.08,3.0223,Spring 2020
Liberal Arts,CRW,Creative Writing,155.0,541.4,3.4929,Spring 2020
Liberal Arts,CTI,Core Texts And Ideas,199.0,560.39,2.816,Spring 2020
Liberal Arts,E,English,3179.0,9500.93,2.9887,Spring 2020
Liberal Arts,ECO,Economics,2889.0,7214.72,2.4973,Spring 2020
Liberal Arts,EUS,European Studies,85.0,249.72,2.9379,Spring 2020
Liberal Arts,F C,French Civilization,18.0,64.34,3.5744,Spring 2020
Liberal Arts,FR,French,925.0,2656.29,2.8717,Spring 2020
Liberal Arts,GER,German,308.0,938.39,3.0467,Spring 2020
Liberal Arts,GK,Greek,13.0,50.67,3.8977,Spring 2020
Liberal Arts,GOV,Government,6950.0,19212.81,2.7644,Spring 2020
Liberal Arts,GSD,"German, Scandinavian, And Dutch Studies",25.0,66.01,2.6404,Spring 2020
Liberal Arts,H S,Health And Society,362.0,1193.86,3.298,Spring 2020
Liberal Arts,HDO,Human Dimensions Of Organizations,245.0,859.09,3.5065,Spring 2020
Liberal Arts,HEB,Hebrew,30.0,99.34,3.3113,Spring 2020
Liberal Arts,HIN,Hindi,48.0,156.01,3.2502,Spring 2020
Liberal Arts,HIS,History,4465.0,12174.57,2.7267,Spring 2020
Liberal Arts,IRG,International Relations And Global Studies,340.0,946.16,2.7828,Spring 2020
Liberal Arts,ISL,Islamic Studies,25.0,71.33,2.8532,Spring 2020
Liberal Arts,ITL,Italian,184.0,456.37,2.4803,Spring 2020
Liberal Arts,J S,Jewish Studies,31.0,85.33,2.7526,Spring 2020
Liberal Arts,JPN,Japanese,386.0,1177.43,3.0503,Spring 2020
Liberal Arts,KOR,Korean,178.0,606.42,3.4069,Spring 2020
Liberal Arts,L A,Liberal Arts,234.0,776.69,3.3192,Spring 2020
Liberal Arts,LAH,Liberal Arts Honors,349.0,1228.82,3.521,Spring 2020
Liberal Arts,LAS,Latin American Studies,174.0,515.08,2.9602,Spring 2020
Liberal Arts,LAT,Latin,122.0,362.02,2.9674,Spring 2020
Liberal Arts,LIN,Linguistics,387.0,1030.06,2.6617,Spring 2020
Liberal Arts,M S,Military Science,53.0,193.69,3.6545,Spring 2020
Liberal Arts,MAL,Malayalam,13.0,47.67,3.6669,Spring 2020
Liberal Arts,MAS,Mexican American Studies,351.0,1140.15,3.2483,Spring 2020
Liberal Arts,MEL,Middle Eastern Languages And Cultures,27.0,66.35,2.4574,Spring 2020
Liberal Arts,MES,Middle Eastern Studies,85.0,255.71,3.0084,Spring 2020
Liberal Arts,NOR,Norwegian,23.0,75.33,3.2752,Spring 2020
Liberal Arts,PHL,Philosophy,1816.0,5074.17,2.7941,Spring 2020
Liberal Arts,POR,Portuguese,112.0,349.08,3.1168,Spring 2020
Liberal Arts,PRC,Portuguese Civilization,23.0,82.99000000000001,3.6083,Spring 2020
Liberal Arts,PRS,Persian,12.0,43.33,3.6108,Spring 2020
Liberal Arts,PSY,Psychology,3984.0,11427.64,2.8684,Spring 2020
Liberal Arts,R S,Religious Studies,268.0,818.73,3.055,Spring 2020
Liberal Arts,REE,"Russian, East European, And Eurasian Studies",155.0,530.75,3.4242,Spring 2020
Liberal Arts,RHE,Rhetoric And Writing,1199.0,3792.11,3.1627,Spring 2020
Liberal Arts,RUS,Russian,77.0,201.68,2.6192,Spring 2020
Liberal Arts,S S,Social Science,143.0,397.71999999999997,2.7813,Spring 2020
Liberal Arts,SAN,Sanskrit,7.0,27.34,3.9057,Spring 2020
Liberal Arts,SOC,Sociology,2863.0,9175.87,3.205,Spring 2020
Liberal Arts,SPN,Spanish,1744.0,5412.48,3.1035,Spring 2020
Liberal Arts,SUS,Sustainability Studies,55.0,181.68,3.3033,Spring 2020
Liberal Arts,SWE,Swedish,12.0,36.34,3.0283,Spring 2020
Liberal Arts,T C,Tutorial Course,125.0,438.04,3.5043,Spring 2020
Liberal Arts,URB,Urban Studies,65.0,169.68,2.6105,Spring 2020
Liberal Arts,URD,Urdu,38.0,135.69,3.5708,Spring 2020
Liberal Arts,UTL,UTeach-Liberal Arts,69.0,251.36,3.6429,Spring 2020
Liberal Arts,WGS,Women's And Gender Studies,53.0,183.71,3.4662,Spring 2020
Liberal Arts,YOR,Yoruba,13.0,51.0,3.9231,Spring 2020
Natural Sciences,AST,Astronomy,1505.0,4578.4800000000005,3.0422,Spring 2020
Natural Sciences,BCH,Biochemistry,1392.0,4780.39,3.4342,Spring 2020
Natural Sciences,BIO,Biology,8216.0,26712.27,3.2513,Spring 2020
Natural Sciences,C S,Computer Science,5644.0,15709.23,2.7834,Spring 2020
Natural Sciences,CH,Chemistry,8947.0,26836.32,2.9995,Spring 2020
Natural Sciences,HDF,Human Development And Family Sciences,1357.0,4760.1,3.5078,Spring 2020
Natural Sciences,M,Mathematics,7248.0,20987.06,2.8956,Spring 2020
Natural Sciences,MNS,Marine Science,294.0,895.8,3.0469,Spring 2020
Natural Sciences,NEU,Neuroscience,817.0,2405.31,2.9441,Spring 2020
Natural Sciences,NSC,Natural Sciences,1291.0,4550.03,3.5244,Spring 2020
Natural Sciences,NTR,Nutrition,1586.0,5569.29,3.5115,Spring 2020
Natural Sciences,P S,Physical Science,420.0,1356.76,3.2304,Spring 2020
Natural Sciences,PBH,Public Health,599.0,1805.86,3.0148,Spring 2020
Natural Sciences,PHY,Physics,5016.0,14435.33,2.8779,Spring 2020
Natural Sciences,SDS,Statistics And Data Sciences,2605.0,8244.34,3.1648,Spring 2020
Natural Sciences,TXA,Textiles And Apparel,584.0,1952.52,3.3434,Spring 2020
Natural Sciences,UTS,UTeach-Natural Sciences,106.0,379.01,3.5756,Spring 2020
Nursing,N,Nursing,1256.0,4474.67,3.5626,Spring 2020
Other,CSD,Communication Sciences And Disorders,1055.0,3651.71,3.4613,Spring 2020
Other,CSE,"Computational Science, Engineering, And Mathematics",39.0,128.69,3.2997,Spring 2020
Other,EER,Energy And Earth Resources,35.0,113.37,3.2391,Spring 2020
Other,ENM,Engineering Management,63.0,221.38,3.514,Spring 2020
Other,GRG,Geography,1091.0,3011.0,2.7599,Spring 2020
Other,HCT,Health Care Transformation,136.0,507.01,3.728,Spring 2020
Other,PGS,Pharmacy Graduate Studies,5.0,18.34,3.668,Spring 2020
Other,SAB,Study Abroad Exchange Progs,247.0,8.0,0.0324,Spring 2020
Other,STC,Science And Technology Commercialization,218.0,701.4,3.2174,Spring 2020
Pharmacy,PHM,Pharmacy PharmD,2136.0,7395.66,3.4624,Spring 2020
Social Work,S W,Social Work,945.0,3358.98,3.5545,Spring 2020
Undergraduate Studies,BDP,Bridging Disciplines,171.0,651.05,3.8073,Spring 2020
Undergraduate Studies,UGS,Undergraduate Studies,1727.0,5560.26,3.2196,Spring 2020
Architecture,ARC,Architecture,1716.0,5810.28,3.3859,Fall 2019
Architecture,ARI,Architectural Interior Design,141.0,479.38,3.3999,Fall 2019
Architecture,CRP,Community And Regional Planning,202.0,729.8,3.6129,Fall 2019
Architecture,LAR,Landscape Architecture,98.0,358.74,3.6606,Fall 2019
Business,ACC,Accounting,5363.0,17009.29,3.1716,Fall 2019
Business,B A,Business Administration,3605.0,12587.33,3.4916,Fall 2019
Business,BGS,"Business, Government, And Society",561.0,1990.64,3.5484,Fall 2019
Business,FIN,Finance,3840.0,12009.84,3.1276,Fall 2019
Business,I B,International Business,326.0,976.0799999999999,2.9941,Fall 2019
Business,LEB,Legal Environment Of Business,1625.0,4992.55,3.0723,Fall 2019
Business,MAN,Management,2870.0,9413.06,3.2798,Fall 2019
Business,MIS,Management Information Systems,2581.0,8406.18,3.2569,Fall 2019
Business,MKT,Marketing,2988.0,9726.12,3.2551,Fall 2019
Business,O M,Operations Management,615.0,1988.38,3.2331,Fall 2019
Business,R E,Real Estate,122.0,433.08,3.5498,Fall 2019
Business,R M,Risk Management,258.0,902.73,3.499,Fall 2019
Business,STA,Statistics,1130.0,3480.4,3.08,Fall 2019
Communication,ADV,Advertising,4104.0,14099.98,3.4357,Fall 2019
Communication,CLD,Communication And Leadership,179.0,645.83,3.608,Fall 2019
Communication,CMS,Communication Studies,2985.0,9578.16,3.2088,Fall 2019
Communication,COM,Communication,163.0,535.46,3.285,Fall 2019
Communication,J,Journalism,1348.0,4690.17,3.4794,Fall 2019
Communication,P R,Public Relations,833.0,2906.69,3.4894,Fall 2019
Communication,RTF,Radio-Television-Film,3054.0,9980.88,3.2681,Fall 2019
Education,ALD,Applied Learning And Development,665.0,2395.15,3.6017,Fall 2019
Education,EDC,Curriculum And Instruction,595.0,2212.2,3.718,Fall 2019
Education,EDP,Educational Psychology,2483.0,8339.72,3.3587,Fall 2019
Education,ELP,Educational Leadership And Policy,190.0,709.1,3.7321,Fall 2019
Education,HED,Health Education,455.0,1508.86,3.3162,Fall 2019
Education,KIN,Kinesiology,2216.0,7083.11,3.1963,Fall 2019
Education,PED,Physical Education,1590.0,5216.71,3.2809,Fall 2019
Education,SCI,Science,24.0,91.67,3.8196,Fall 2019
Education,SED,Special Education,563.0,2177.75,3.8681,Fall 2019
Engineering,ARE,Architectural Engineering,465.0,1653.49,3.5559,Fall 2019
Engineering,ASE,Aerospace Engineering,1566.0,4971.01,3.1743,Fall 2019
Engineering,BME,Biomedical Engineering,1248.0,4087.15,3.275,Fall 2019
Engineering,C E,Civil Engineering,1946.0,6060.28,3.1142,Fall 2019
Engineering,CHE,Chemical Engineering,1736.0,5577.78,3.213,Fall 2019
Engineering,COE,Computational Engineering,251.0,845.08,3.3669,Fall 2019
Engineering,E E,Electrical Engineering,4492.0,13669.93,3.0432,Fall 2019
Engineering,E M,Engineering Mechanics,886.0,2429.7,2.7423,Fall 2019
Engineering,E S,Engineering Studies,56.0,194.32999999999998,3.4702,Fall 2019
Engineering,EVE,Environmental Engineering,44.0,171.66,3.9014,Fall 2019
Engineering,M E,Mechanical Engineering,3870.0,13082.87,3.3806,Fall 2019
Engineering,ORI,Operations Research And Industrial Engineering,62.0,197.05,3.1782,Fall 2019
Engineering,PGE,Petroleum And Geosystems Engineering,943.0,3068.87,3.2544,Fall 2019
Fine Arts,AET,Arts And Entertainment Technologies,849.0,2902.85,3.4191,Fall 2019
Fine Arts,ARH,Art History,1544.0,5380.19,3.4846,Fall 2019
Fine Arts,ART,Studio Art,700.0,2495.37,3.5648,Fall 2019
Fine Arts,DES,Design,345.0,1211.91,3.5128,Fall 2019
Fine Arts,ENS,Ensemble,682.0,2634.03,3.8622,Fall 2019
Fine Arts,F A,Fine Arts,96.0,353.37,3.6809,Fall 2019
Fine Arts,ITD,Integrated Design,298.0,1038.19,3.4839,Fall 2019
Fine Arts,MUS,Music,2361.0,8136.74,3.4463,Fall 2019
Fine Arts,T D,Theatre And Dance,1618.0,5874.7699999999995,3.6309,Fall 2019
Fine Arts,VAS,Visual Art Studies,21.0,81.34,3.8733,Fall 2019
Geoscience,EVS,Environmental Science,29.0,112.34,3.8738,Fall 2019
Geoscience,GEO,Geological Sciences,1164.0,3323.73,2.8554,Fall 2019
Information,IMS,Identity Management And Security,10.0,35.34,3.534,Fall 2019
Information,INF,Information Studies,857.0,2982.96,3.4807,Fall 2019
LBJ Public Affairs,P A,Public Affairs,980.0,3429.95,3.4999,Fall 2019
Liberal Arts,AAS,Asian American Studies,45.0,150.68,3.3484,Fall 2019
Liberal Arts,AFR,African And African Diaspora Studies,593.0,1913.3799999999999,3.2266,Fall 2019
Liberal Arts,AFS,Air Force Science,10.0,38.67,3.867,Fall 2019
Liberal Arts,AHC,Ancient History And Classical Civilization,24.0,79.01,3.2921,Fall 2019
Liberal Arts,AMS,American Studies,417.0,1349.18,3.2354,Fall 2019
Liberal Arts,ANS,Asian Studies,423.0,1305.81,3.087,Fall 2019
Liberal Arts,ANT,Anthropology,2032.0,6285.02,3.093,Fall 2019
Liberal Arts,ARA,Arabic,196.0,654.12,3.3373,Fall 2019
Liberal Arts,ASL,American Sign Language,202.0,690.76,3.4196,Fall 2019
Liberal Arts,C C,Classical Civilization,1858.0,5573.97,3.0,Fall 2019
Liberal Arts,C L,Comparative Literature,38.0,132.01999999999998,3.4742,Fall 2019
Liberal Arts,CHI,Chinese,295.0,982.6800000000001,3.3311,Fall 2019
Liberal Arts,CRW,Creative Writing,216.0,770.71,3.5681,Fall 2019
Liberal Arts,CTI,Core Texts And Ideas,196.0,665.06,3.3932,Fall 2019
Liberal Arts,DCH,Dutch,10.0,30.34,3.034,Fall 2019
Liberal Arts,E,English,3810.0,12219.07,3.2071,Fall 2019
Liberal Arts,ECO,Economics,3432.0,9495.74,2.7668,Fall 2019
Liberal Arts,EUS,European Studies,119.0,378.36,3.1795,Fall 2019
Liberal Arts,FR,French,913.0,2939.42,3.2195,Fall 2019
Liberal Arts,GER,German,330.0,1040.1,3.1518,Fall 2019
Liberal Arts,GK,Greek,50.0,163.32999999999998,3.2666,Fall 2019
Liberal Arts,GOV,Government,6728.0,19684.31,2.9257,Fall 2019
Liberal Arts,GSD,"German, Scandinavian, And Dutch Studies",31.0,107.7,3.4742,Fall 2019
Liberal Arts,H S,Health And Society,409.0,1256.81,3.0729,Fall 2019
Liberal Arts,HDO,Human Dimensions Of Organizations,253.0,945.78,3.7383,Fall 2019
Liberal Arts,HEB,Hebrew,45.0,151.34,3.3631,Fall 2019
Liberal Arts,HIN,Hindi,59.0,215.37,3.6503,Fall 2019
Liberal Arts,HIS,History,5095.0,16292.65,3.1978,Fall 2019
Liberal Arts,ILA,Iberian And Latin American Languages And Cultures,10.0,35.01,3.501,Fall 2019
Liberal Arts,IRG,International Relations And Global Studies,418.0,1358.11,3.2491,Fall 2019
Liberal Arts,ITL,Italian,198.0,582.69,2.9429,Fall 2019
Liberal Arts,J S,Jewish Studies,13.0,38.33,2.9485,Fall 2019
Liberal Arts,JPN,Japanese,428.0,1382.77,3.2308,Fall 2019
Liberal Arts,KOR,Korean,190.0,694.01,3.6527,Fall 2019
Liberal Arts,L A,Liberal Arts,818.0,227.01,0.2775,Fall 2019
Liberal Arts,LAH,Liberal Arts Honors,309.0,1156.06,3.7413,Fall 2019
Liberal Arts,LAS,Latin American Studies,110.0,370.72,3.3702,Fall 2019
Liberal Arts,LAT,Latin,126.0,366.36,2.9076,Fall 2019
Liberal Arts,LIN,Linguistics,531.0,1564.83,2.9469,Fall 2019
Liberal Arts,M S,Military Science,60.0,210.03,3.5005,Fall 2019
Liberal Arts,MAL,Malayalam,17.0,62.67,3.6865,Fall 2019
Liberal Arts,MAS,Mexican American Studies,359.0,1203.89,3.3535,Fall 2019
Liberal Arts,MEL,Middle Eastern Languages And Cultures,16.0,54.699999999999996,3.4188,Fall 2019
Liberal Arts,MES,Middle Eastern Studies,50.0,168.02,3.3604,Fall 2019
Liberal Arts,N S,Naval Science,12.0,47.01,3.9175,Fall 2019
Liberal Arts,NOR,Norwegian,25.0,89.66,3.5864,Fall 2019
Liberal Arts,PHL,Philosophy,2155.0,6639.65,3.081,Fall 2019
Liberal Arts,POR,Portuguese,80.0,277.66,3.4708,Fall 2019
Liberal Arts,PRC,Portuguese Civilization,25.0,85.35,3.414,Fall 2019
Liberal Arts,PRS,Persian,29.0,100.99000000000001,3.4824,Fall 2019
Liberal Arts,PSY,Psychology,3976.0,11994.75,3.0168,Fall 2019
Liberal Arts,R S,Religious Studies,454.0,1597.42,3.5185,Fall 2019
Liberal Arts,REE,"Russian, East European, And Eurasian Studies",154.0,491.71,3.1929,Fall 2019
Liberal Arts,RHE,Rhetoric And Writing,1180.0,3803.7,3.2235,Fall 2019
Liberal Arts,RUS,Russian,100.0,300.38,3.0038,Fall 2019
Liberal Arts,S S,Social Science,53.0,196.67000000000002,3.7108,Fall 2019
Liberal Arts,SAN,Sanskrit,10.0,32.0,3.2,Fall 2019
Liberal Arts,SOC,Sociology,2789.0,8902.07,3.1919,Fall 2019
Liberal Arts,SPC,Spanish Civilization,19.0,65.35,3.4395,Fall 2019
Liberal Arts,SPN,Spanish,1723.0,5569.92,3.2327,Fall 2019
Liberal Arts,SUS,Sustainability Studies,56.0,204.02,3.6432,Fall 2019
Liberal Arts,SWE,Swedish,18.0,53.019999999999996,2.9456,Fall 2019
Liberal Arts,T C,Tutorial Course,281.0,1009.87,3.5938,Fall 2019
Liberal Arts,TAM,Tamil,12.0,46.35,3.8625,Fall 2019
Liberal Arts,URB,Urban Studies,105.0,354.03,3.3717,Fall 2019
Liberal Arts,URD,Urdu,47.0,170.04,3.6179,Fall 2019
Liberal Arts,UTL,UTeach-Liberal Arts,75.0,259.37,3.4583,Fall 2019
Liberal Arts,WGS,Women's And Gender Studies,133.0,436.73,3.2837,Fall 2019
Liberal Arts,YID,Yiddish,12.0,37.34,3.1117,Fall 2019
Liberal Arts,YOR,Yoruba,20.0,74.34,3.717,Fall 2019
Natural Sciences,AST,Astronomy,1314.0,4036.27,3.0717,Fall 2019
Natural Sciences,BCH,Biochemistry,1466.0,4593.08,3.1331,Fall 2019
Natural Sciences,BIO,Biology,9817.0,29058.21,2.96,Fall 2019
Natural Sciences,C S,Computer Science,5600.0,17487.94,3.1228,Fall 2019
Natural Sciences,CH,Chemistry,9472.0,27151.14,2.8665,Fall 2019
Natural Sciences,HDF,Human Development And Family Sciences,1408.0,4982.29,3.5386,Fall 2019
Natural Sciences,M,Mathematics,9068.0,26230.7,2.8927,Fall 2019
Natural Sciences,MNS,Marine Science,262.0,807.1,3.0805,Fall 2019
Natural Sciences,MOL,Molecular Biology,24.0,84.33,3.5138,Fall 2019
Natural Sciences,NEU,Neuroscience,879.0,2595.5,2.9528,Fall 2019
Natural Sciences,NSC,Natural Sciences,652.0,2224.61,3.412,Fall 2019
Natural Sciences,NTR,Nutrition,1592.0,5698.48,3.5794,Fall 2019
Natural Sciences,P S,Physical Science,453.0,1564.76,3.4542,Fall 2019
Natural Sciences,PBH,Public Health,494.0,1511.16,3.059,Fall 2019
Natural Sciences,PHY,Physics,4402.0,13249.89,3.01,Fall 2019
Natural Sciences,SDS,Statistics And Data Sciences,2750.0,9272.82,3.3719,Fall 2019
Natural Sciences,TXA,Textiles And Apparel,716.0,2413.66,3.371,Fall 2019
Natural Sciences,UTS,UTeach-Natural Sciences,95.0,338.67,3.5649,Fall 2019
Nursing,N,Nursing,1462.0,5287.0,3.6163,Fall 2019
Other,CSD,Communication Sciences And Disorders,1133.0,4079.28,3.6004,Fall 2019
Other,CSE,"Computational Science, Engineering, And Mathematics",137.0,469.71999999999997,3.4286,Fall 2019
Other,EER,Energy And Earth Resources,16.0,57.019999999999996,3.5638,Fall 2019
Other,ENM,Engineering Management,63.0,214.01,3.397,Fall 2019
Other,GRG,Geography,1320.0,3981.24,3.0161,Fall 2019
Other,HCT,Health Care Transformation,102.0,390.01,3.8236,Fall 2019
Other,LAW,Law,3636.0,12058.45,3.3164,Fall 2019
Other,PGS,Pharmacy Graduate Studies,7.0,26.68,3.8114,Fall 2019
Other,SAB,Study Abroad Exchange Progs,207.0,8.34,0.0403,Fall 2019
Other,STC,Science And Technology Commercialization,282.0,1023.77,3.6304,Fall 2019
Other,WRT,Writing,7.0,16.0,2.2857,Fall 2019
Pharmacy,PHM,Pharmacy PharmD,2237.0,7476.88,3.3424,Fall 2019
Social Work,S W,Social Work,1298.0,4751.01,3.6603,Fall 2019
Undergraduate Studies,BDP,Bridging Disciplines,108.0,373.71,3.4603,Fall 2019
Undergraduate Studies,UGS,Undergraduate Studies,5835.0,20932.26,3.5874,Fall 2019
Architecture,ARC,Architecture,38.0,138.7,3.65,Summer 2019
Architecture,LAR,Landscape Architecture,6.0,19.34,3.2233,Summer 2019
Business,ACC,Accounting,471.0,1503.18,3.1915,Summer 2019
Business,B A,Business Administration,869.0,3116.53,3.5863,Summer 2019
Business,BGS,"Business, Government, And Society",31.0,108.33,3.4945,Summer 2019
Business,FIN,Finance,382.0,1132.4,2.9644,Summer 2019
Business,I B,International Business,36.0,117.66,3.2683,Summer 2019
Business,LEB,Legal Environment Of Business,260.0,824.32,3.1705,Summer 2019
Business,MAN,Management,652.0,2242.84,3.4399,Summer 2019
Business,MIS,Management Information Systems,222.0,767.14,3.4556,Summer 2019
Business,MKT,Marketing,336.0,1061.47,3.1591,Summer 2019
Business,O M,Operations Management,83.0,275.09,3.3143,Summer 2019
Business,STA,Statistics,162.0,571.2099999999999,3.526,Summer 2019
Communication,ADV,Advertising,390.0,1205.06,3.0899,Summer 2019
Communication,CMS,Communication Studies,426.0,1095.07,2.5706,Summer 2019
Communication,J,Journalism,126.0,445.73,3.5375,Summer 2019
Communication,P R,Public Relations,88.0,287.7,3.2693,Summer 2019
Communication,RTF,Radio-Television-Film,242.0,804.75,3.3254,Summer 2019
Education,ALD,Applied Learning And Development,21.0,68.67,3.27,Summer 2019
Education,EDC,Curriculum And Instruction,24.0,88.67,3.6946,Summer 2019
Education,EDP,Educational Psychology,139.0,486.99,3.5035,Summer 2019
Education,ELP,Educational Leadership And Policy,21.0,82.68,3.9371,Summer 2019
Education,HED,Health Education,25.0,86.35,3.454,Summer 2019
Education,KIN,Kinesiology,175.0,557.03,3.183,Summer 2019
Education,SED,Special Education,151.0,549.35,3.6381,Summer 2019
Engineering,ASE,Aerospace Engineering,23.0,59.34,2.58,Summer 2019
Engineering,BME,Biomedical Engineering,49.0,178.38,3.6404,Summer 2019
Engineering,C E,Civil Engineering,20.0,61.35,3.0675,Summer 2019
Engineering,CHE,Chemical Engineering,42.0,114.69,2.7307,Summer 2019
Engineering,E E,Electrical Engineering,123.0,359.7,2.9244,Summer 2019
Engineering,E M,Engineering Mechanics,78.0,201.01,2.5771,Summer 2019
Engineering,M E,Mechanical Engineering,144.0,455.65999999999997,3.1643,Summer 2019
Fine Arts,ARH,Art History,73.0,258.05,3.5349,Summer 2019
Fine Arts,ART,Studio Art,10.0,39.0,3.9,Summer 2019
