Event.Date,Shape,Location,State,Country,Source
1/1/16,Other ,French Creek ,WV ,USA ,NUFORC
1/1/16,Other ,Fuquay Varina ,NC ,USA ,NUFORC
1/1/16,Other ,Bremerton ,WA ,USA ,NUFORC
1/1/16,Other ,Las Vegas ,NV ,USA ,NUFORC
12/31/15,Other ,Fairbanks ,AK ,USA ,NUFORC
12/30/15,Other ,Ocean Shores ,WA ,USA ,NUFORC
12/29/15,Other ,Cottonwood ,AZ ,USA ,NUFORC
12/28/15,Other ,Sacramento ,CA ,USA ,NUFORC
12/26/15,Other ,Cape Coral ,FL ,USA ,NUFORC
12/25/15,Other ,Ellington ,CT ,USA ,NUFORC
12/25/15,Other ,Albuquerque ,NM ,USA ,NUFORC
12/23/15,Other ,St. Charles ,MO ,USA ,NUFORC
12/22/15,Other ,Cedar City ,UT ,USA ,NUFORC
12/22/15,Other ,Las Vegas ,NV ,USA ,NUFORC
12/20/15,Other ,Attelboro ,MA ,USA ,NUFORC
12/19/15,Other ,Whitesburg ,GA ,USA ,NUFORC
12/17/15,Other ,Bandera ,TX ,USA ,MUFON
12/8/15,Other ,Matanzas Inlet ,FL ,USA ,NUFORC
11/28/15,Other ,Sonoma ,CA ,USA ,NUFORC
11/22/15,Other ,Tallahassee ,FL ,USA ,NUFORC
11/18/15,Other ,Taylor ,MO ,USA ,NUFORC
11/14/15,Other ,New Orleans ,LA ,USA ,NUFORC
10/15/15,Other ,Ashville ,NY ,USA ,NUFORC
9/28/15,Other ,Radium Springs ,NM ,USA ,NUFORC
9/15/15,Other ,Revere Beach ,MA ,USA ,NUFORC
7/5/15,Other ,Tullahoma ,TN ,USA ,NUFORC
7/5/15,Other ,Palermo ,NY ,USA ,NUFORC
7/4/15,Other ,Minocqua (town of) ,WI ,USA ,NUFORC
7/4/15,Other ,Brick ,NJ ,USA ,NUFORC
7/4/15,Other ,Hanover Township ,PA ,USA ,NUFORC
7/4/15,Other ,Independence ,MO ,USA ,NUFORC
7/3/15,Other ,North Aurora ,IL ,USA ,NUFORC
7/3/15,Other ,Stony Point ,NC ,USA ,NUFORC
5/20/15,Other ,Hopkinsville ,KY ,USA ,NUFORC
2/23/15,Other ,Fontana ,CA ,USA ,NUFORC
2/15/15,Other ,Eastvale ,CA ,USA ,NUFORC
1/14/15,Other ,Sanger ,TX ,USA ,NUFORC
2/28/14,Other ,Wilmington ,OH ,USA ,NUFORC
1/1/14,Other ,Cle Elum ,WA ,USA ,NUFORC
11/22/13,Other ,Columbus ,OH ,USA ,NUFORC
10/18/13,Other ,Slidell ,LA ,USA ,NUFORC
9/26/13,Other ,Garfield Heights ,OH ,USA ,NUFORC
7/23/13,Other ,Canton ,MI ,USA ,NUFORC
3/5/13,Other ,Elma ,NY ,USA ,NUFORC
12/27/12,Other ,Iowa City ,IA ,USA ,NUFORC
11/25/11,Other ,Palmetto Bay ,FL ,USA ,NUFORC
10/16/10,Other ,Golden Valley ,AZ ,USA ,NUFORC
8/1/09,Other ,Sumner ,WA ,USA ,NUFORC
7/10/07,Other ,Rockford ,TN ,USA ,MUFON
7/1/06,Other ,Ithaca ,NY ,USA ,NUFORC
2/5/06,Other ,Questa ,NM ,USA ,NUFORC
7/15/01,Other ,El Paso ,TX ,USA ,NUFORC
6/30/94,Other ,Beaumont ,TX ,USA ,NUFORC
5/1/93,Other ,St. Louis ,MO ,USA ,NUFORC
12/15/84,Other ,Las Vegas in desert ,NV ,USA ,NUFORC
7/4/82,Other ,Wilmington ,DE ,USA ,NUFORC
7/15/78,Other ,Douglas ,AZ ,USA ,NUFORC
1/27/55,Other ,Odessa ,TX ,USA ,NUFORC
6/1/54,Other ,Hawthorne ,CA ,USA ,NUFORC
8/10/30,Other ,Piedmont ,MO ,USA ,NUFORC
11/30/01,Other ,Yuma ,AZ ,USA ,NUFORC
6/30/16,Other ,Adelaide ,,Australia ,NUFORC
6/22/16,Other ,Bathurst ,NB ,Canada ,NUFORC
4/24/16,Other ,St. Catharines ,ON ,Canada ,NUFORC
3/23/16,Other ,Unknown ,,Iran ,NUFORC
3/21/16,Other ,South Branch ,NB ,Canada ,NUFORC
1/18/16,Other ,Fort McMurray ,AB ,Canada ,NUFORC
9/15/15,Other ,Artjarvi ,,Finland ,NUFORC
6/19/15,Other ,Kelowna ,BC ,Canada ,NUFORC
5/21/15,Other ,Creston ,BC ,Canada ,NUFORC
12/1/13,Other ,Winnipeg ,MB ,Canada ,NUFORC
5/11/11,Other ,Roma ,,Australia ,NUFORC
6/30/09,Other ,?anakkale/?an ,,Turkey ,NUFORC
6/8/08,Other ,Lido di Pomposa ,,Italy ,NUFORC
7/22/16,Oval ,Billings ,MT ,USA ,NUFORC
7/21/16,Oval ,Norwood Young America ,MN ,USA ,NUFORC
7/16/16,Oval ,Vancouver ,WA ,USA ,NUFORC
7/15/16,Oval ,Boise ,ID ,USA ,NUFORC
7/13/16,Oval ,Camano Island ,WA ,USA ,NUFORC
7/9/16,Oval ,Richland ,WA ,USA ,NUFORC
7/4/16,Oval ,Fountain ,CO ,USA ,NUFORC
7/3/16,Oval ,Fitchburg ,WI ,USA ,NUFORC
7/3/16,Oval ,Cranston ,RI ,USA ,NUFORC
7/3/16,Oval ,Baraboo ,WI ,USA ,NUFORC
7/1/16,Oval ,Ham Lake ,MN ,USA ,NUFORC
6/27/16,Oval ,San Tan Valley ,AZ ,USA ,NUFORC
6/27/16,Oval ,Phoenix ,AZ ,USA ,NUFORC
6/23/16,Oval ,Katy ,TX ,USA ,NUFORC
6/21/16,Oval ,New York ,NY ,USA ,NUFORC
6/20/16,Oval ,Gardnerville ,NV ,USA ,NUFORC
6/18/16,Oval ,Eugene ,OR ,USA ,NUFORC
6/18/16,Oval ,Temecula ,CA ,USA ,NUFORC
6/17/16,Oval ,Milan ,MI ,USA ,NUFORC
6/16/16,Oval ,Box Elder ,SD ,USA ,NUFORC
6/15/16,Oval ,Tarzana ,CA ,USA ,NUFORC
6/11/16,Oval ,La Puente ,CA ,USA ,NUFORC
6/10/16,Oval ,Agoura Hills ,CA ,USA ,NUFORC
6/9/16,Oval ,Thomasville/Greensboro ,NC ,USA ,NUFORC
6/8/16,Oval ,Ridgecrest ,CA ,USA ,NUFORC
6/6/16,Oval ,Elkland ,MO ,USA ,NUFORC
6/4/16,Oval ,Joshua Tree ,CA ,USA ,NUFORC
6/3/16,Oval ,Joshua Tree-Twenty Nine Palms ,CA ,USA ,NUFORC
5/30/16,Oval ,Avondale ,AZ ,USA ,NUFORC
5/29/16,Oval ,Concord ,MA ,USA ,NUFORC
5/26/16,Oval ,Fayetteville ,NC ,USA ,NUFORC
5/24/16,Oval ,Pe Ell ,WA ,USA ,NUFORC
5/22/16,Oval ,Fort Collins ,CO ,USA ,NUFORC
5/18/16,Oval ,Pollock Pines ,CA ,USA ,NUFORC
5/18/16,Oval ,Houston ,TX ,USA ,NUFORC
5/15/16,Oval ,Portland ,OR ,USA ,NUFORC
5/7/16,Oval ,Portland ,OR ,USA ,NUFORC
5/6/16,Oval ,Orlando ,FL ,USA ,NUFORC
5/6/16,Oval ,Apopka ,FL ,USA ,NUFORC
5/5/16,Oval ,Palm Bay ,FL ,USA ,NUFORC
5/1/16,Oval ,Jacksonville ,FL ,USA ,NUFORC
5/1/16,Oval ,Chandler ,AZ ,USA ,NUFORC
5/1/16,Oval ,Arvada ,CO ,USA ,NUFORC
5/1/16,Oval ,Independence ,MO ,USA ,NUFORC
4/28/16,Oval ,Woonsocket ,RI ,USA ,NUFORC
4/25/16,Oval ,Mukilteo ,WA ,USA ,NUFORC
4/24/16,Oval ,Marietta ,GA ,USA ,NUFORC
4/22/16,Oval ,New Braunfels ,TX ,USA ,NUFORC
4/21/16,Oval ,Ashton ,IL ,USA ,NUFORC
4/21/16,Oval ,Van Nuys ,CA ,USA ,NUFORC
4/20/16,Oval ,North Bergen ,NJ ,USA ,NUFORC
4/16/16,Oval ,Lewis Center ,OH ,USA ,NUFORC
4/16/16,Oval ,Sullivan ,WI ,USA ,NUFORC
4/16/16,Oval ,Milford ,DE ,USA ,NUFORC
4/6/16,Oval ,Tampa ,FL ,USA ,NUFORC
3/31/16,Oval ,Arlington ,TX ,USA ,NUFORC
3/31/16,Oval ,Rehoboth Beach ,DE ,USA ,NUFORC
3/30/16,Oval ,New York City (Queens) ,NY ,USA ,NUFORC
3/26/16,Oval ,Baltimore ,MD ,USA ,NUFORC
3/22/16,Oval ,New Port Richey ,FL ,USA ,NUFORC
3/22/16,Oval ,Baltimore ,MD ,USA ,NUFORC
3/19/16,Oval ,Lafayette ,LA ,USA ,NUFORC
3/18/16,Oval ,Portsmouth ,VA ,USA ,NUFORC
3/18/16,Oval ,Portsmouth ,VA ,USA ,NUFORC
3/17/16,Oval ,San Ysidro (Baja??) ,CA ,USA ,NUFORC
3/15/16,Oval ,Omak ,WA ,USA ,NUFORC
3/9/16,Oval ,Denton ,MD ,USA ,NUFORC
3/5/16,Oval ,Pasco County ,FL ,USA ,NUFORC
3/4/16,Oval ,Fairlee ,VT ,USA ,NUFORC
3/2/16,Oval ,Hagerstown ,MD ,USA ,NUFORC
3/1/16,Oval ,Ocala ,FL ,USA ,NUFORC
3/1/16,Oval ,Glastonbury ,CT ,USA ,NUFORC
2/28/16,Oval ,Bandon ,OR ,USA ,NUFORC
2/21/16,Oval ,Baltimore ,MD ,USA ,NUFORC
2/13/16,Oval ,Grayling ,MI ,USA ,NUFORC
2/11/16,Oval ,Tampa ,FL ,USA ,NUFORC
2/6/16,Oval ,North Canton ,OH ,USA ,NUFORC
2/5/16,Oval ,Carefree ,AZ ,USA ,NUFORC
2/4/16,Oval ,Estes Park ,CO ,USA ,NUFORC
2/4/16,Oval ,Bradenton ,FL ,USA ,NUFORC
2/3/16,Oval ,Mobile ,AL ,USA ,NUFORC
1/25/16,Oval ,Salem ,OR ,USA ,NUFORC
1/21/16,Oval ,Santa Maria ,CA ,USA ,NUFORC
1/19/16,Oval ,Little Chute ,WI ,USA ,NUFORC
1/16/16,Oval ,Neskowin ,OR ,USA ,NUFORC
1/16/16,Oval ,Woodside ,NY ,USA ,NUFORC
1/16/16,Oval ,Woodside ,NY ,USA ,NUFORC
1/13/16,Oval ,Albuquerque ,NM ,USA ,NUFORC
1/8/16,Oval ,Issaquah ,WA ,USA ,NUFORC
1/7/16,Oval ,New York City (Brooklyn) ,NY ,USA ,NUFORC
1/5/16,Oval ,Philadelphia ,PA ,USA ,NUFORC
1/4/16,Oval ,Twin Lake ,MI ,USA ,NUFORC
1/4/16,Oval ,Sarasota ,FL ,USA ,NUFORC
1/2/16,Oval ,Phoenix ,AZ ,USA ,NUFORC
1/1/16,Oval ,Malabar ,FL ,USA ,NUFORC
12/31/15,Oval ,Wilkes-Barre/Hazleton (between) ,PA ,USA ,NUFORC
12/31/15,Oval ,Eugene ,OR ,USA ,MUFON
12/30/15,Oval ,Harpersville ,AL ,USA ,NUFORC
12/29/15,Oval ,Brandon ,FL ,USA ,NUFORC
12/24/15,Oval ,Cranston ,RI ,USA ,NUFORC
12/21/15,Oval ,Costa Mesa ,CA ,USA ,NUFORC
12/20/15,Oval ,Surprise ,AZ ,USA ,NUFORC
12/17/15,Oval ,Milwaukie ,OR ,USA ,NUFORC
12/17/15,Oval ,Chandler ,AZ ,USA ,NUFORC
12/15/15,Oval ,Otay Mesa ,CA ,USA ,NUFORC
11/18/15,Oval ,Ogden ,UT ,USA ,NUFORC
11/16/15,Oval ,Sacramento ,CA ,USA ,NUFORC
9/27/15,Oval ,Portland ,OR ,USA ,NUFORC
7/5/15,Oval ,Chicago ,IL ,USA ,NUFORC
7/4/15,Oval ,Sitka ,AK ,USA ,NUFORC
7/4/15,Oval ,Bonita Springs ,FL ,USA ,NUFORC
7/4/15,Oval ,Pacific ,MO ,USA ,NUFORC
7/4/15,Oval ,Green Bay ,WI ,USA ,NUFORC
7/4/15,Oval ,Syracuse ,NY ,USA ,NUFORC
6/22/15,Oval ,Mount Sterling ,KY ,USA ,NUFORC
6/20/15,Oval ,Tampa ,FL ,USA ,NUFORC
4/24/15,Oval ,Rogersville ,MO ,USA ,NUFORC
2/23/15,Oval ,Sault Ste. Marie ,MI ,USA ,NUFORC
10/21/12,Oval ,Daly City ,CA ,USA ,NUFORC
10/15/06,Oval ,Howland ,OH ,USA ,NUFORC
8/1/88,Oval ,Old Bethpage ,NY ,USA ,NUFORC
7/4/87,Oval ,Abiline (Dyess AFB) ,CA ,USA ,NUFORC
6/15/83,Oval ,Waterford ,MI ,USA ,NUFORC
1/14/77,Oval ,Houston ,TX ,USA ,NUFORC
10/1/72,Oval ,New Washington ,OH ,USA ,NUFORC
5/29/16,Oval ,Lepoglava ,,Croatia ,NUFORC
7/5/15,Oval ,Cornwall ,ON ,Canada ,NUFORC
11/22/14,Oval ,Ingham ,,Australia ,NUFORC
8/14/88,Oval ,Falun ,,Sweden ,NUFORC
10/21/15,Pyramid ,Altus ,OK ,USA ,NUFORC
2/8/06,Pyramid ,Waynesville ,NC ,USA ,MUFON
7/15/16,Rectangle ,Hasty ,CO ,USA ,NUFORC
7/9/16,Rectangle ,Albuquerque ,NM ,USA ,NUFORC
7/8/16,Rectangle ,New Freedom ,PA ,USA ,NUFORC
7/4/16,Rectangle ,Hawthorne ,CA ,USA ,NUFORC
7/1/16,Rectangle ,Northwest Medford ,OR ,USA ,NUFORC
7/1/16,Rectangle ,Vestavia ,AL ,USA ,NUFORC
6/29/16,Rectangle ,Fenton ,MI ,USA ,NUFORC
6/29/16,Rectangle ,New Egypt ,NJ ,USA ,NUFORC
6/25/16,Rectangle ,Warminster ,PA ,USA ,NUFORC
6/19/16,Rectangle ,Fuquay Varina ,NC ,USA ,NUFORC
6/18/16,Rectangle ,Greensboro ,NC ,USA ,NUFORC
6/16/16,Rectangle ,Pretty Prairie ,KS ,USA ,NUFORC
6/9/16,Rectangle ,Florence ,KY ,USA ,NUFORC
6/3/16,Rectangle ,San Francisco ,CA ,USA ,NUFORC
5/29/16,Rectangle ,Canton ,IL ,USA ,NUFORC
5/29/16,Rectangle ,Franklin ,TN ,USA ,NUFORC
5/29/16,Rectangle ,Anchorage ,AK ,USA ,NUFORC
5/8/16,Rectangle ,Hillsborough ,NJ ,USA ,NUFORC
5/8/16,Rectangle ,Lewisburg ,PA ,USA ,NUFORC
5/7/16,Rectangle ,Shreveport ,LA ,USA ,NUFORC
5/5/16,Rectangle ,Smyrna ,TN ,USA ,NUFORC
5/5/16,Rectangle ,Woodbury ,MN ,USA ,NUFORC
4/24/16,Rectangle ,Quincy ,MA ,USA ,NUFORC
4/20/16,Rectangle ,Shoreline ,WA ,USA ,NUFORC
4/17/16,Rectangle ,Fleming Island ,FL ,USA ,NUFORC
4/16/16,Rectangle ,Miramar ,FL ,USA ,NUFORC
4/16/16,Rectangle ,Wickenburg ,AZ ,USA ,NUFORC
4/15/16,Rectangle ,South Kingston ,RI ,USA ,NUFORC
4/12/16,Rectangle ,Statesville ,NC ,USA ,NUFORC
4/6/16,Rectangle ,South Jordan ,UT ,USA ,NUFORC
4/2/16,Rectangle ,Center Line ,MI ,USA ,NUFORC
3/27/16,Rectangle ,Lubbock ,TX ,USA ,NUFORC
3/26/16,Rectangle ,Globe ,AZ ,USA ,NUFORC
3/23/16,Rectangle ,Stratham ,NH ,USA ,NUFORC
3/22/16,Rectangle ,Placheville ,LA ,USA ,NUFORC
3/11/16,Rectangle ,Superior ,AZ ,USA ,NUFORC
3/4/16,Rectangle ,Kalaheo ,HI ,USA ,NUFORC
2/28/16,Rectangle ,Osceola ,IN ,USA ,NUFORC
2/19/16,Rectangle ,Maricopa ,AZ ,USA ,NUFORC
2/14/16,Rectangle ,Newhall ,CA ,USA ,NUFORC
2/9/16,Rectangle ,Perrine ,FL ,USA ,NUFORC
2/5/16,Rectangle ,Cheektowaga ,NY ,USA ,NUFORC
1/29/16,Rectangle ,Springfield ,MO ,USA ,NUFORC
1/25/16,Rectangle ,Boynton Beach ,FL ,USA ,NUFORC
1/25/16,Rectangle ,Salem ,NM ,USA ,NUFORC
1/20/16,Rectangle ,Levittown ,PA ,USA ,NUFORC
1/15/16,Rectangle ,Scranton ,PA ,USA ,NUFORC
1/13/16,Rectangle ,Winter Park ,FL ,USA ,NUFORC
1/11/16,Rectangle ,Rifton ,NY ,USA ,NUFORC
1/10/16,Rectangle ,Cooperstown ,NY ,USA ,NUFORC
1/6/16,Rectangle ,Oswego ,IL ,USA ,NUFORC
12/29/15,Rectangle ,Hilldale ,WV ,USA ,NUFORC
12/24/15,Rectangle ,Sligo ,PA ,USA ,NUFORC
12/23/15,Rectangle ,Toluca Lake ,CA ,USA ,NUFORC
12/21/15,Rectangle ,Jacksonville ,FL ,USA ,NUFORC
12/17/15,Rectangle ,Lee ,MA ,USA ,NUFORC
12/10/15,Rectangle ,Parker ,AZ ,USA ,NUFORC
10/15/15,Rectangle ,Windsor ,CO ,USA ,NUFORC
7/4/15,Rectangle ,Irving ,TX ,USA ,NUFORC
7/4/15,Rectangle ,Plainview ,NY ,USA ,NUFORC
7/4/15,Rectangle ,Toms River ,NJ ,USA ,NUFORC
4/26/15,Rectangle ,Doerun ,GA ,USA ,NUFORC
7/16/14,Rectangle ,Rogersville ,AL ,USA ,NUFORC
4/24/14,Rectangle ,Memphis (north of) ,TX ,USA ,NUFORC
1/24/13,Rectangle ,Lubbock ,TX ,USA ,NUFORC
7/29/97,Rectangle ,Bloomsbury ,NJ ,USA ,NUFORC
9/1/93,Rectangle ,Phoenix ,AZ ,USA ,NUFORC
6/1/78,Rectangle ,Fairfield ,TX ,USA ,NUFORC
7/11/16,Sphere ,Lafayette ,LA ,USA ,NUFORC
2/18/16,Square ,Chandler ,AZ ,USA ,NUFORC
7/18/16,Teardrop ,O'Fallon ,MO ,USA ,NUFORC
7/16/16,Teardrop ,Rochester ,NH ,USA ,NUFORC
7/14/16,Teardrop ,Portland ,OR ,USA ,NUFORC
7/14/16,Teardrop ,Portland ,OR ,USA ,NUFORC
7/11/16,Teardrop ,Henderson ,NV ,USA ,NUFORC
7/9/16,Teardrop ,Gray ,TN ,USA ,NUFORC
7/7/16,Teardrop ,Tucson ,AZ ,USA ,NUFORC
6/27/16,Teardrop ,Grand Rapids ,MI ,USA ,NUFORC
6/6/16,Teardrop ,Pleasanton ,CA ,USA ,NUFORC
5/14/16,Teardrop ,Garden City ,UT ,USA ,NUFORC
4/29/16,Teardrop ,Castiac ,CA ,USA ,NUFORC
4/22/16,Teardrop ,Seattle ,WA ,USA ,NUFORC
4/15/16,Teardrop ,Hilton Head ,SC ,USA ,NUFORC
4/3/16,Teardrop ,Columbia ,MD ,USA ,NUFORC
3/26/16,Teardrop ,West Newbury ,MA ,USA ,NUFORC
3/23/16,Teardrop ,Mesa ,AZ ,USA ,NUFORC
3/12/16,Teardrop ,New Cumberland ,PA ,USA ,NUFORC
2/22/16,Teardrop ,Preston ,MN ,USA ,NUFORC
2/19/16,Teardrop ,Hoffman ,IL ,USA ,NUFORC
2/16/16,Teardrop ,Arlington ,VA ,USA ,NUFORC
2/11/16,Teardrop ,Cerritos ,CA ,USA ,NUFORC
2/10/16,Teardrop ,San Ramon ,CA ,USA ,NUFORC
2/4/16,Teardrop ,Los Angeles (Venice Beach) ,CA ,USA ,NUFORC
2/1/16,Teardrop ,Kearns ,UT ,USA ,NUFORC
1/13/16,Teardrop ,Longview ,MO ,USA ,NUFORC
1/11/16,Teardrop ,Biloxi ,MS ,USA ,NUFORC
1/10/16,Teardrop ,Denver ,CO ,USA ,NUFORC
1/3/16,Teardrop ,Southington ,CT ,USA ,NUFORC
12/18/15,Teardrop ,Belleville ,IL ,USA ,NUFORC
11/27/15,Teardrop ,Middletown ,RI ,USA ,NUFORC
9/1/15,Teardrop ,Spring City ,TN ,USA ,NUFORC
7/4/15,Teardrop ,Tomahawk ,WI ,USA ,NUFORC
12/31/11,Teardrop ,New Mexico border (driving west on I-40: 20 mi. pa ,NM ,USA ,NUFORC
4/1/87,Teardrop ,Westminster ,CO ,USA ,NUFORC
7/18/16,Teardrop ,Bangkok ,,Thailand ,NUFORC
6/16/16,Teardrop ,Gatineau ,QC ,Canada ,NUFORC
7/21/16,Triangle ,Spanish Fort ,AL ,USA ,NUFORC
7/20/16,Triangle ,Marion ,VA ,USA ,NUFORC
7/19/16,Triangle ,Lakewood ,WA ,USA ,NUFORC
7/17/16,Triangle ,Winston-Salem ,NC ,USA ,NUFORC
7/15/16,Triangle ,Charlotte ,NC ,USA ,NUFORC
7/15/16,Triangle ,Edmonton ,AB ,Canada ,NUFORC
7/15/16,Triangle ,San diego ,CA ,USA ,NUFORC
7/11/16,Triangle ,Spokane ,WA ,USA ,NUFORC
7/10/16,Triangle ,Frederick ,MD ,USA ,NUFORC
7/10/16,Triangle ,Kihei ,HI ,USA ,NUFORC
7/9/16,Triangle ,Fayetteville ,NC ,USA ,NUFORC
7/9/16,Triangle ,Hurt ,VA ,USA ,NUFORC
7/9/16,Triangle ,Spring ,TX ,USA ,NUFORC
7/4/16,Triangle ,Warren ,OH ,USA ,NUFORC
7/3/16,Triangle ,Buford ,GA ,USA ,NUFORC
7/3/16,Triangle ,Michigan (Central Upper) ,MI ,USA ,NUFORC
7/3/16,Triangle ,Columbia ,MD ,USA ,NUFORC
7/3/16,Triangle ,Madison Heights ,VA ,USA ,NUFORC
7/2/16,Triangle ,Memphis ,TN ,USA ,NUFORC
6/30/16,Triangle ,Salisbury ,NC ,USA ,NUFORC
6/28/16,Triangle ,Woodbridge ,NJ ,USA ,NUFORC
6/28/16,Triangle ,Auburn ,WA ,USA ,NUFORC
6/28/16,Triangle ,Grand Forks ,ND ,USA ,NUFORC
6/27/16,Triangle ,Swartz Creek ,MI ,USA ,NUFORC
6/27/16,Triangle ,Henderson ,NV ,USA ,NUFORC
6/26/16,Triangle ,Cypress ,TX ,USA ,NUFORC
6/23/16,Triangle ,Brueno ,ID ,USA ,NUFORC
6/19/16,Triangle ,Idaho City (10.6 miles NW) ,ID ,USA ,NUFORC
6/18/16,Triangle ,Louisville ,KY ,USA ,NUFORC
6/17/16,Triangle ,Hendersonville ,TN ,USA ,NUFORC
6/14/16,Triangle ,Danvers ,MA ,USA ,NUFORC
6/11/16,Triangle ,Newburgh ,IN ,USA ,NUFORC
6/10/16,Triangle ,Mount Laurel ,NJ ,USA ,NUFORC
6/8/16,Triangle ,Palm Springs ,CA ,USA ,NUFORC
6/2/16,Triangle ,Portland ,OR ,USA ,NUFORC
6/1/16,Triangle ,Hyannis ,MA ,USA ,NUFORC
5/30/16,Triangle ,Byron ,GA ,USA ,NUFORC
5/29/16,Triangle ,Fallon ,NV ,USA ,NUFORC
5/29/16,Triangle ,Byron ,GA ,USA ,NUFORC
5/29/16,Triangle ,Boynton Beach ,FL ,USA ,NUFORC
5/29/16,Triangle ,Jacksonville ,FL ,USA ,NUFORC
5/29/16,Triangle ,Lowell ,IN ,USA ,NUFORC
5/26/16,Triangle ,Tampa ,FL ,USA ,NUFORC
5/22/16,Triangle ,Greeley ,CO ,USA ,NUFORC
5/22/16,Triangle ,Myrtle Beach ,SC ,USA ,NUFORC
5/22/16,Triangle ,Evansville ,IN ,USA ,NUFORC
5/22/16,Triangle ,Grand Coulee ,WA ,USA ,NUFORC
5/21/16,Triangle ,Downingtown ,PA ,USA ,NUFORC
5/21/16,Triangle ,Pueblo ,CO ,USA ,NUFORC
5/21/16,Triangle ,Concord ,NC ,USA ,NUFORC
5/19/16,Triangle ,New York City ,NY ,USA ,NUFORC
5/18/16,Triangle ,Nantucket ,MA ,USA ,NUFORC
5/17/16,Triangle ,Hazel Green ,KY ,USA ,NUFORC
5/15/16,Triangle ,Racine ,WI ,USA ,NUFORC
5/15/16,Triangle ,Lucedale ,MS ,USA ,NUFORC
5/14/16,Triangle ,Salt Lake City ,UT ,USA ,NUFORC
5/14/16,Triangle ,Tulsa ,OK ,USA ,NUFORC
5/13/16,Triangle ,Jacksonville ,FL ,USA ,NUFORC
5/13/16,Triangle ,Bow ,NH ,USA ,NUFORC
5/12/16,Triangle ,Stateline ,NV ,USA ,NUFORC
5/12/16,Triangle ,Elsmere ,DE ,USA ,NUFORC
5/12/16,Triangle ,Everett ,WA ,USA ,NUFORC
5/11/16,Triangle ,Medford ,OR ,USA ,NUFORC
5/10/16,Triangle ,Johnson City ,NY ,USA ,NUFORC
5/10/16,Triangle ,East of Kingman (E of; rural) ,KS ,USA ,NUFORC
5/9/16,Triangle ,Greeley ,CO ,USA ,NUFORC
5/9/16,Triangle ,Greeley ,CO ,USA ,NUFORC
5/9/16,Triangle ,Maxton ,NC ,USA ,NUFORC
5/6/16,Triangle ,Sebring ,FL ,USA ,NUFORC
5/6/16,Triangle ,Hertford ,NC ,USA ,NUFORC
5/3/16,Triangle ,Mantua ,OH ,USA ,NUFORC
5/3/16,Triangle ,Evans ,CO ,USA ,NUFORC
5/3/16,Triangle ,Nashua ,NH ,USA ,NUFORC
5/2/16,Triangle ,Springdale ,AR ,USA ,NUFORC
5/1/16,Triangle ,Greeley ,CO ,USA ,NUFORC
4/30/16,Triangle ,Easton ,PA ,USA ,NUFORC
4/29/16,Triangle ,Hart ,MI ,USA ,NUFORC
4/29/16,Triangle ,Yorkville ,IL ,USA ,NUFORC
4/28/16,Triangle ,St. Petersburg ,FL ,USA ,NUFORC
4/27/16,Triangle ,Alto ,NM ,USA ,NUFORC
4/26/16,Triangle ,New Orleans ,LA ,USA ,NUFORC
4/26/16,Triangle ,New Orleans ,LA ,USA ,NUFORC
4/26/16,Triangle ,San Diego ,CA ,USA ,NUFORC
4/25/16,Triangle ,Goosecreek ,SC ,USA ,NUFORC
4/25/16,Triangle ,Deer Park ,NY ,USA ,NUFORC
4/24/16,Triangle ,Chester ,SC ,USA ,NUFORC
4/24/16,Triangle ,Horizon City ,TX ,USA ,NUFORC
4/23/16,Triangle ,Waleska ,GA ,USA ,NUFORC
4/21/16,Triangle ,Sanford ,FL ,USA ,NUFORC
4/19/16,Triangle ,Jefferson City ,MO ,USA ,NUFORC
4/18/16,Triangle ,Peoria ,AZ ,USA ,NUFORC
4/18/16,Triangle ,Napa ,CA ,USA ,NUFORC
4/18/16,Triangle ,Muscatine ,IA ,USA ,NUFORC
4/17/16,Triangle ,Lincoln City ,OR ,USA ,NUFORC
4/15/16,Triangle ,Raleigh ,NC ,USA ,NUFORC
4/14/16,Triangle ,Jacksonville ,FL ,USA ,NUFORC
4/14/16,Triangle ,Stoneham ,MA ,USA ,NUFORC
4/14/16,Triangle ,Westfield ,MA ,USA ,NUFORC
4/14/16,Triangle ,Knoxville ,TN ,USA ,NUFORC
4/13/16,Triangle ,Indianapolis ,IN ,USA ,NUFORC
4/12/16,Triangle ,Fort Lee ,NJ ,USA ,NUFORC
4/11/16,Triangle ,Lamberton ,MN ,USA ,NUFORC
4/10/16,Triangle ,Williamston ,MI ,USA ,NUFORC
4/10/16,Triangle ,Corning ,AR ,USA ,NUFORC
4/8/16,Triangle ,Burlington ,MA ,USA ,NUFORC
4/6/16,Triangle ,Elgin ,IL ,USA ,NUFORC
4/6/16,Triangle ,Hildale ,UT ,USA ,NUFORC
4/5/16,Triangle ,South Portland ,ME ,USA ,NUFORC
4/5/16,Triangle ,West Frankfort ,IL ,USA ,NUFORC
4/4/16,Triangle ,Florence ,MT ,USA ,NUFORC
4/2/16,Triangle ,Las Vegas ,NV ,USA ,NUFORC
4/1/16,Triangle ,Rumney ,NH ,USA ,NUFORC
4/1/16,Triangle ,Port Orange ,FL ,USA ,NUFORC
4/1/16,Triangle ,Walkertown ,NC ,USA ,NUFORC
3/30/16,Triangle ,Corydon ,IN ,USA ,NUFORC
3/29/16,Triangle ,Verona ,WI ,USA ,NUFORC
