Event.Date,Shape,Location,State,Country,Source
11/7/15,Unknown ,Phoenix ,AZ ,USA ,NUFORC
11/7/15,Unknown ,Bakersfield ,CA ,USA ,NUFORC
10/21/15,Unknown ,Dallas ,GA ,USA ,MUFON
9/8/15,Unknown ,San Jose ,CA ,USA ,MUFON
9/3/15,Unknown ,West Palm Beach Co. ,FL ,USA ,NUFORC
8/15/15,Unknown ,Minneapolis ,MN ,USA ,MUFON
7/15/15,Unknown ,Houston ,TX ,USA ,NUFORC
7/5/15,Unknown ,Schuylerville ,NY ,USA ,NUFORC
7/4/15,Unknown ,New York City (Maspeth) ,NY ,USA ,NUFORC
7/4/15,Unknown ,Oak Lawn ,IL ,USA ,NUFORC
7/3/15,Unknown ,Flowery Branch ,GA ,USA ,NUFORC
7/2/15,Unknown ,Livonia ,MI ,USA ,NUFORC
4/23/15,Unknown ,Unknown ,CA ,USA ,MUFON
2/3/15,Unknown ,Lynwood ,CA ,USA ,NUFORC
7/28/14,Unknown ,St. Louis ,MO ,USA ,NUFORC
8/19/12,Unknown ,Oxford ,,USA ,NUFORC
2/11/12,Unknown ,Flowery Branch ,GA ,USA ,NUFORC
6/30/10,Unknown ,Amherst ,VA ,USA ,NUFORC
8/17/08,Unknown ,Omaha ,NE ,USA ,NUFORC
6/5/08,Unknown ,Roseville ,CA ,USA ,MUFON
6/4/08,Unknown ,Lewiston ,ID ,USA ,NUFORC
7/14/06,Unknown ,Applegate ,OR ,USA ,NUFORC
5/12/06,Unknown ,Maricopa ,AZ ,USA ,NUFORC
2/12/06,Unknown ,Waynesville ,NC ,USA ,MUFON
8/14/05,Unknown ,Estes Park ,CO ,USA ,MUFON
9/12/03,Unknown ,Scotts Mills ,OR ,USA ,NUFORC
6/5/99,Unknown ,Interstate (I-295 ??) ,DE ,USA ,NUFORC
8/10/96,Unknown ,Adak ,AK ,USA ,NUFORC
6/30/90,Unknown ,Bel Air ,MD ,USA ,NUFORC
6/30/89,Unknown ,Bloomington ,IL ,USA ,NUFORC
4/15/89,Unknown ,Malibu ,CA ,USA ,MUFON
6/7/85,Unknown ,Waco ,TX ,USA ,MUFON
6/15/83,Unknown ,Belfield ,ND ,USA ,NUFORC
1/1/80,Unknown ,Laramie ,WY ,USA ,NUFORC
6/1/79,Unknown ,Parker ,CO ,USA ,NUFORC
6/1/77,Unknown ,Brookville ,OH ,USA ,NUFORC
6/10/75,Unknown ,Millville ,NJ ,USA ,NUFORC
10/6/74,Unknown ,New Orleans ,LA ,USA ,NUFORC
5/1/74,Unknown ,Philippi ,WV ,USA ,NUFORC
8/31/71,Unknown ,Los Banos ,CA ,USA ,MUFON
6/1/66,Unknown ,Washington ,IN ,USA ,NUFORC
7/10/16,Unknown ,Montreal West ,QC ,Canada ,NUFORC
7/3/16,Unknown ,Surrey/Burnaby ,BC ,Canada ,NUFORC
5/23/16,Unknown ,Elliot Lake ,ON ,Canada ,NUFORC
5/13/16,Unknown ,Pickering ,ON ,Canada ,NUFORC
4/20/16,Unknown ,Kolkata ,,India ,NUFORC
4/17/16,Unknown ,Ottawa ,ON ,Canada ,NUFORC
4/10/16,Unknown ,Calgary ,AB ,Canada ,NUFORC
3/15/16,Unknown ,St. Albert ,AB ,Canada ,NUFORC
2/8/16,Unknown ,Maple Ridge ,BC ,Canada ,NUFORC
1/13/16,Unknown ,Kamloops ,BC ,Canada ,NUFORC
12/14/15,Unknown ,Youghal ,,Ireland ,NUFORC
11/2/15,Unknown ,Phnom Penh ,,Cambodia ,NUFORC
4/15/15,Unknown ,Hemel Hempstead ,,England/UK ,NUFORC
1/2/05,Unknown ,Manat ,,Puerto Rico ,NUFORC
5/4/88,Unknown ,Bounty (the ship) ,,,NUFORC
11/15/78,Unknown ,,,Tonga ,NUFORC
